filename,geo_code,state,survey,survey_version_code,dataset_type_code,dataset_type,file_format_code,file_format,inner_data_files,size_mb,download_status,parse_ok,parse_note,path
IAIR23DT.zip,IA,India (national),NFHS-3 (2005-06),23,IR,Individual (Women) Recode,DT,Stata,IAIR23FL.DTA,28.92,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAIR23DT.zip
IAIR23FL.zip,IA,India (national),NFHS-3 (2005-06),23,IR,Individual (Women) Recode,FL,Flat (ASCII/Stata .dta),IAIR23FL.DAT,31.09,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAIR23FL.zip
IAIR23SD.zip,IA,India (national),NFHS-3 (2005-06),23,IR,Individual (Women) Recode,SD,SAS,IAIR23FL.SAS7BDAT,42.12,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAIR23SD.zip
IAIR23SV.zip,IA,India (national),NFHS-3 (2005-06),23,IR,Individual (Women) Recode,SV,SPSS,IAIR23FL.SAV,31.66,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAIR23SV.zip
IAIR42.zip,,,,,,,,,IAIR42.DAT,49.3,complete,False,Does not match DHS pattern [CC][DD][VV][FF]: IAIR42,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAIR42.zip
IAIR42DT.zip,IA,India (national),NFHS-4 (2015-16),42,IR,Individual (Women) Recode,DT,Stata,IAIR42FL.DTA,26.98,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAIR42DT.zip
IAIR42FL.zip,IA,India (national),NFHS-4 (2015-16),42,IR,Individual (Women) Recode,FL,Flat (ASCII/Stata .dta),IAIR42FL.DAT,30.81,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAIR42FL.zip
IAIR42SD.zip,IA,India (national),NFHS-4 (2015-16),42,IR,Individual (Women) Recode,SD,SAS,IAIR42FL.SAS7BDAT,47.5,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAIR42SD.zip
IAIR42SV.zip,IA,India (national),NFHS-4 (2015-16),42,IR,Individual (Women) Recode,SV,SPSS,IAIR42FL.SAV,33.37,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAIR42SV.zip
IAIR52.zip,,,,,,,,,IAIR52.dat,87.45,complete,False,Does not match DHS pattern [CC][DD][VV][FF]: IAIR52,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAIR52.zip
IAIR52DT.zip,IA,India (national),NFHS-5 (2019-21),52,IR,Individual (Women) Recode,DT,Stata,IAIR52FL.dta,68.92,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAIR52DT.zip
IAIR52FL.zip,IA,India (national),NFHS-5 (2019-21),52,IR,Individual (Women) Recode,FL,Flat (ASCII/Stata .dta),IAIR52FL.DAT,67.62,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAIR52FL.zip
IAIR52SD.zip,IA,India (national),NFHS-5 (2019-21),52,IR,Individual (Women) Recode,SD,SAS,IAIR52FL.SAS7BDAT,99.99,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAIR52SD.zip
IAIR52SV.zip,IA,India (national),NFHS-5 (2019-21),52,IR,Individual (Women) Recode,SV,SPSS,IAIR52FL.SAV,77.92,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAIR52SV.zip
IAIR74.zip,,,,,,,,,IAIR74.DAT,449.73,complete,False,Does not match DHS pattern [CC][DD][VV][FF]: IAIR74,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAIR74.zip
IAIR74DT.zip,IA,India (national),DHS Phase VII (likely NFHS-6+),74,IR,Individual (Women) Recode,DT,Stata,IAIR74FL.DTA,326.13,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAIR74DT.zip
IAIR74FL.zip,IA,India (national),DHS Phase VII (likely NFHS-6+),74,IR,Individual (Women) Recode,FL,Flat (ASCII/Stata .dta),IAIR74FL.DAT,319.21,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAIR74FL.zip
IAIR74SD.zip,IA,India (national),DHS Phase VII (likely NFHS-6+),74,IR,Individual (Women) Recode,SD,SAS,IAIR74FL.SAS7BDAT,523.27,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAIR74SD.zip
IAIR74SV.zip,IA,India (national),DHS Phase VII (likely NFHS-6+),74,IR,Individual (Women) Recode,SV,SPSS,IAIR74FL.SAV,350.04,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAIR74SV.zip
IAIR7E.zip,,,,,,,,,IAIR7E.DAT,482.54,complete,False,Does not match DHS pattern [CC][DD][VV][FF]: IAIR7E,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAIR7E.zip
IAIR7EDT.zip,IA,India (national),DHS Phase VII release E,7E,IR,Individual (Women) Recode,DT,Stata,IAIR7EFL.DTA,366.69,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAIR7EDT.zip
IAIR7EFL.zip,IA,India (national),DHS Phase VII release E,7E,IR,Individual (Women) Recode,FL,Flat (ASCII/Stata .dta),IAIR7EFL.DAT,321.5,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAIR7EFL.zip
IAIR7ESD.zip,IA,India (national),DHS Phase VII release E,7E,IR,Individual (Women) Recode,SD,SAS,IAIR7EFL.SAS7BDAT,572.8,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAIR7ESD.zip
IAIR7ESV.zip,IA,India (national),DHS Phase VII release E,7E,IR,Individual (Women) Recode,SV,SPSS,IAIR7EFL.SAV,389.73,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAIR7ESV.zip
IAMR52.zip,,,,,,,,,IAMR52.dat,22.79,complete,False,Does not match DHS pattern [CC][DD][VV][FF]: IAMR52,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAMR52.zip
IAMR52DT.zip,IA,India (national),NFHS-5 (2019-21),52,MR,Men Recode,DT,Stata,IAMR52FL.dta,19.76,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAMR52DT.zip
IAMR52FL.zip,IA,India (national),NFHS-5 (2019-21),52,MR,Men Recode,FL,Flat (ASCII/Stata .dta),IAMR52FL.DAT,20.71,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAMR52FL.zip
IAMR52SD.zip,IA,India (national),NFHS-5 (2019-21),52,MR,Men Recode,SD,SAS,IAMR52FL.SAS7BDAT,27.38,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAMR52SD.zip
IAMR52SV.zip,IA,India (national),NFHS-5 (2019-21),52,MR,Men Recode,SV,SPSS,IAMR52FL.SAV,22.76,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAMR52SV.zip
IAMR74.zip,,,,,,,,,IAMR74.DAT,25.51,complete,False,Does not match DHS pattern [CC][DD][VV][FF]: IAMR74,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAMR74.zip
IAMR74DT.zip,IA,India (national),DHS Phase VII (likely NFHS-6+),74,MR,Men Recode,DT,Stata,IAMR74FL.DTA,21.19,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAMR74DT.zip
IAMR74FL.zip,IA,India (national),DHS Phase VII (likely NFHS-6+),74,MR,Men Recode,FL,Flat (ASCII/Stata .dta),IAMR74FL.DAT,22.64,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAMR74FL.zip
IAMR74SD.zip,IA,India (national),DHS Phase VII (likely NFHS-6+),74,MR,Men Recode,SD,SAS,IAMR74FL.SAS7BDAT,35.56,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAMR74SD.zip
IAMR74SV.zip,IA,India (national),DHS Phase VII (likely NFHS-6+),74,MR,Men Recode,SV,SPSS,IAMR74FL.SAV,25.59,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAMR74SV.zip
IAMR7E.zip,,,,,,,,,IAMR7E.DAT,23.04,complete,False,Does not match DHS pattern [CC][DD][VV][FF]: IAMR7E,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAMR7E.zip
IAMR7EDT.zip,IA,India (national),DHS Phase VII release E,7E,MR,Men Recode,DT,Stata,IAMR7EFL.DTA,20.17,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAMR7EDT.zip
IAMR7EFL.zip,IA,India (national),DHS Phase VII release E,7E,MR,Men Recode,FL,Flat (ASCII/Stata .dta),IAMR7EFL.DAT,20.22,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAMR7EFL.zip
IAMR7ESD.zip,IA,India (national),DHS Phase VII release E,7E,MR,Men Recode,SD,SAS,IAMR7EFL.SAS7BDAT,27.69,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAMR7ESD.zip
IAMR7ESV.zip,IA,India (national),DHS Phase VII release E,7E,MR,Men Recode,SV,SPSS,IAMR7EFL.SAV,24.15,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAMR7ESV.zip
IAPR23DT.zip,IA,India (national),NFHS-3 (2005-06),23,PR,Household Member Recode,DT,Stata,IAPR23FL.DTA,8.66,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAPR23DT.zip
IAPR23FL.zip,IA,India (national),NFHS-3 (2005-06),23,PR,Household Member Recode,FL,Flat (ASCII/Stata .dta),IAPR23FL.DAT,9.47,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAPR23FL.zip
IAPR23SD.zip,IA,India (national),NFHS-3 (2005-06),23,PR,Household Member Recode,SD,SAS,IAPR23FL.SAS7BDAT,12.59,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAPR23SD.zip
IAPR23SV.zip,IA,India (national),NFHS-3 (2005-06),23,PR,Household Member Recode,SV,SPSS,IAPR23FL.SAV,14.85,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAPR23SV.zip
IAPR42DT.zip,IA,India (national),NFHS-4 (2015-16),42,PR,Household Member Recode,DT,Stata,IAPR42FL.DTA,10.44,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAPR42DT.zip
IAPR42FL.zip,IA,India (national),NFHS-4 (2015-16),42,PR,Household Member Recode,FL,Flat (ASCII/Stata .dta),IAPR42FL.DAT,14.66,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAPR42FL.zip
IAPR42SD.zip,IA,India (national),NFHS-4 (2015-16),42,PR,Household Member Recode,SD,SAS,IAPR42FL.SAS7BDAT,16.47,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAPR42SD.zip
IAPR42SV.zip,IA,India (national),NFHS-4 (2015-16),42,PR,Household Member Recode,SV,SPSS,IAPR42FL.SAV,19.33,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAPR42SV.zip
IAPR52DT.zip,IA,India (national),NFHS-5 (2019-21),52,PR,Household Member Recode,DT,Stata,IAPR52FL.DTA,31.63,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAPR52DT.zip
IAPR52FL.zip,IA,India (national),NFHS-5 (2019-21),52,PR,Household Member Recode,FL,Flat (ASCII/Stata .dta),IAPR52FL.DAT,36.77,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAPR52FL.zip
IAPR52SD.zip,IA,India (national),NFHS-5 (2019-21),52,PR,Household Member Recode,SD,SAS,IAPR52FL.SAS7BDAT,55.53,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAPR52SD.zip
IAPR52SV.zip,IA,India (national),NFHS-5 (2019-21),52,PR,Household Member Recode,SV,SPSS,IAPR52FL.SAV,40.28,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAPR52SV.zip
IAPR74DT.zip,IA,India (national),DHS Phase VII (likely NFHS-6+),74,PR,Household Member Recode,DT,Stata,IAPR74FL.DTA,180.12,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAPR74DT.zip
IAPR74FL.zip,IA,India (national),DHS Phase VII (likely NFHS-6+),74,PR,Household Member Recode,FL,Flat (ASCII/Stata .dta),IAPR74FL.DAT,199.58,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAPR74FL.zip
IAPR74SD.zip,IA,India (national),DHS Phase VII (likely NFHS-6+),74,PR,Household Member Recode,SD,SAS,IAPR74FL.SAS7BDAT,370.99,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAPR74SD.zip
IAPR74SV.zip,IA,India (national),DHS Phase VII (likely NFHS-6+),74,PR,Household Member Recode,SV,SPSS,IAPR74FL.SAV,290.85,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAPR74SV.zip
IAPR7EDT.zip,IA,India (national),DHS Phase VII release E,7E,PR,Household Member Recode,DT,Stata,IAPR7EFL.DTA,233.08,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAPR7EDT.zip
IAPR7EFL.zip,IA,India (national),DHS Phase VII release E,7E,PR,Household Member Recode,FL,Flat (ASCII/Stata .dta),IAPR7EFL.DAT,234.22,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAPR7EFL.zip
IAPR7ESD.zip,IA,India (national),DHS Phase VII release E,7E,PR,Household Member Recode,SD,SAS,IAPR7EFL.SAS7BDAT,341.7,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAPR7ESD.zip
IAPR7ESV.zip,IA,India (national),DHS Phase VII release E,7E,PR,Household Member Recode,SV,SPSS,IAPR7EFL.SAV,386.41,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAPR7ESV.zip
IAWI22.zip,,,,,,,,,IAWI22.DAT,0.63,complete,False,Does not match DHS pattern [CC][DD][VV][FF]: IAWI22,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAWI22.zip
IAWI22DT.zip,IA,India (national),NFHS-2 (1998-99),22,WI,Wealth Index,DT,Stata,IAWI22FL.DTA,0.7,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAWI22DT.zip
IAWI22FL.zip,IA,India (national),NFHS-2 (1998-99),22,WI,Wealth Index,FL,Flat (ASCII/Stata .dta),IAWI22FL.DAT,0.63,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAWI22FL.zip
IAWI22SD.zip,IA,India (national),NFHS-2 (1998-99),22,WI,Wealth Index,SD,SAS,IAWI22FL.SAS7BDAT,0.86,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAWI22SD.zip
IAWI22SV.zip,IA,India (national),NFHS-2 (1998-99),22,WI,Wealth Index,SV,SPSS,IAWI22FL.SAV,0.99,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAWI22SV.zip
IAWI41.zip,,,,,,,,,IAWI41.DAT,0.65,complete,False,Does not match DHS pattern [CC][DD][VV][FF]: IAWI41,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAWI41.zip
