year,poll_type,source_file,page,candidate_score,matched_group_types,matched_keywords,likely_table_type,page_text_excerpt,recommended_action
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,175,24,age;caste;electorate,age;all india;bjp;inc;india;nda;party;st;vote,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings KERALA KLQ1: If Assembly elections are held in Kerala tomorrow for some reason, which party would you vote for? N (%) 001: INC 199 12.0 002: BJP 139 8.3 003: BSP 12 .7 004: CPI(M) 226 13.6 005: CPI 3 .2 006: NCP 1 .1 007: AITC 2 .1 008: JD-U 2 .1 011: CPI(ML)(L) 4 .3 012: AAP 1 .0 016: IUML 3 .2 020: RSP 1 .0 031: VIP 2 .1 040: PDP 4 .2 042: People’s Con",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,197,24,age;caste;electorate,age;all india;bjp;congress;inc;india;party;st;vote,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings MANIPUR MNQ1: If Assembly elections are held in Manipur tomorrow, which party would you vote for? N (%) 001: INC 87 21.4 002: BJP 53 13.1 005: CPI 3 .8 060: NPF 54 13.3 996: Can't say 194 47.5 998: No response 16 3.9 Total 409 100.0 MNQ2: Who would you like to see as the next Chief Minister of Manipur? N (%) 01: N Biren Singh (BJP) 68 16.5 02: Okram Ibob",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,204,24,age;caste;electorate,age;all india;bjp;inc;india;party;st;vote;voted,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings MEGHALAYA MGQ1: If Assembly elections are held in Meghalaya tomorrow, which party would you vote for? N (%) 001: INC 176 38.9 002: BJP 10 2.1 005: CPI 2 .4 006: NCP 2 .5 061: NPP 90 20.0 064: UDP 42 9.2 066: GNC 3 .7 995: Did not vote 1 .2 996: Can't say 111 24.4 997: Any other party 5 1.1 998: No response 12 2.5 Total 453 100.0 MGQ2: And which party had",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,236,24,age;caste;electorate,age;all india;bjp;inc;india;party;st;vote;voted,post_poll_vote_choice_table,"All India Postpoll NES 2019-Survey Findings RAJASTHAN RJQ1: If Assembly elections are held again in Rajasthan tomorrow for some reason, which party would you vote for? N (%) 001: INC 320 41.3 002: BJP 389 50.1 003: BSP 3 .3 009: LJP 2 .2 026: AGP 1 .1 036: BTP 12 1.5 077: RLP 1 .1 995: Did not vote 4 .6 996: Can't say 41 5.2 998: No response 3 .4 Total 775 100.0 RJQ2: And which party had you voted",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,276,24,age;caste;electorate,age;all india;bjp;inc;india;nda;party;st;vote,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings JHARKHAND JHQ1: If Assembly elections are held in Jharkhand tomorrow, which party would you vote for? N (%) 001: INC 88 13.6 002: BJP 273 42.1 003: BSP 18 2.7 004: CPI(M) 1 .1 005: CPI 3 .5 007: AITC 3 .5 010: RJD 12 1.9 014: JMM 135 20.8 043: AJSUP 30 4.6 044: JVM-P 39 6.0 996: Can't say 39 6.0 998: No response 7 1.1 Total 648 100.0 JHQ2: Who would you ",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,284,24,age;caste;electorate,age;all india;bjp;inc;india;party;st;vote;voted,post_poll_vote_choice_table,"All India Postpoll NES 2019-Survey Findings CHHATTISGARH CGQ1: If Assembly elections are held again in Chhattisgarh tomorrow for some reason, which party would you vote for? N (%) 001: INC 217 39.6 002: BJP 236 43.0 004: CPI(M) 1 .2 900: Independent 1 .2 902: NOTA 0 .0 996: Can't say 67 12.3 998: No response 25 4.6 Total 548 100.0 CGQ2: And which party had you voted for four months ago in the Dece",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,292,24,age;caste;electorate,age;all india;bjp;congress;inc;india;party;st;vote,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings UTTARAKHAND UKQ1: If Assembly elections are held in Uttarakhand tomorrow, which party would you vote for? N (%) 001: INC 135 30.6 002: BJP 255 57.6 003: BSP 2 .5 004: CPI(M) 0 .1 996: Can't say 22 4.9 998: No response 28 6.3 Total 443 100.0 UKQ2: Who would you like to see as the next Chief Minister of Uttarakhand? N (%) 01: Trivendra Singh Rawat (BJP) 13",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,298,24,age;caste;electorate,age;all india;bjp;inc;india;party;st;vote;voted,post_poll_vote_choice_table,"All India Postpoll NES 2019-Survey Findings TELANGANA TSQ1: If Assembly elections are held again in Telangana tomorrow for some reason, which party would you vote for? N (%) 001: INC 187 23.4 002: BJP 92 11.5 003: BSP 1 .1 004: CPI(M) 1 .2 005: CPI 3 .4 008: JD-U 3 .3 021: AIMIM 2 .3 022: TDP 1 .2 024: Jana Sena 3 .3 080: SKM 1 .1 082: TRS 308 38.5 121: BLF 1 .2 900: Independent 1 .1 902: NOTA 1 .",auto_extract
2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,21,24,gender;age;caste;class;issue_preference,age;bjp;development;india;issue;men;nda;others;rich;st,voter_group_party_table,"NES 2019 Prepoll-Survey findings.docx N (%) 85: Foreign policy 4 .0 87: Improving India’s image in the world 6 .1 88: Natural calamities – floods, drought 2 .0 96: Can't say/Don't know 1407 14.1 97: Any other issue 209 2.1 98: No response 835 8.3 Total 10010 100.0 Q13: Are you satisfied or dissatisfied with the performance of the BJP-led NDA government at the Centre over the last five years? N (%)",auto_extract
2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,24,24,age;caste;class;issue_preference,age;bjp;corruption;inc;india;issue;nda;poor;rich;st,voter_group_party_table,NES 2019 Prepoll-Survey findings.docx Q18: Now I will ask you about some important issues. Please tell me about each issue whether they have increased or decreased during the last 5 years of BJP-NDA’s rule at the Centre? a: Gap between Rich and Poor N (%) 1: Increased 4069 40.6 2: Decreased 3171 31.7 3: Remained same 1768 17.7 8: No response 1003 10.0 Total 10010 100.0 b: Corruption N (%) 1: Incre,auto_extract
2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,59,24,age;religion;caste,age;caste;christian;dalit;hindu;muslim;obc;religion;sc;sikh;st;upper caste,voter_group_party_table,NES 2019 Prepoll-Survey findings.docx N (%) 793: Kerala Muslim 9 .1 799: Muslim No Caste/Other Muslims 115 1.1 800: Jat Sikh 111 1.1 810: Khatri/Arora Sikh 15 .1 820 : OBC Sikh 33 .3 825: Mazhabi Sikh 89 .9 830: Sikh No Caste/Other Sikhs 2 .0 840: Upper Caste Christians 16 .2 850: OBC Christians 75 .7 860: Dalit Christians 15 .1 880: Other Minorities 1 .0 890: Buddhists 4 .0 900: Dalit Buddhists 7,auto_extract
2024,post_poll,post-poll/2024/postpoll_study_2024.pdf,26,24,gender;age;caste;class;education,age;class;female;gender;male;men;nda;others;sc;school;st,voter_group_party_table,Social and Political Barometer Posttpoll Study 2024-Survey Findings BACKGROUND INFORMATION Z1: What is your age? N (%) Valid (%) Valid 1: Up to 25 yrs 2467 12.5 12.6 2: 26-35 yrs 4988 25.4 25.5 3: 36-45 yrs 4542 23.1 23.2 4: 46-55 yrs 3556 18.1 18.2 5: 56 yrs. and above 4034 20.5 20.6 Total 19586 99.6 100.0 Missing 98: No answer 77 .4 Total 19663 100.0 Z2: Gender N (%) 1: Male 10011 50.9 2: Female,auto_extract
2024,post_poll,post-poll/2024/postpoll_study_2024.pdf,36,24,gender;age;religion;caste,age;caste;christian;dalit;hindu;men;muslim;obc;religion;sikh;st;upper caste,voter_group_party_table,Social and Political Barometer Posttpoll Study 2024-Survey Findings N (%) 636: Buksa 4 .0 637: Jannsari 10 .0 638: Tharu 3 .0 639: Malayali 2 .0 641: Dhodia 0 .0 699 Other STs (Denotified Tribes) 237 1.2 700 Ashrafs (Sayyad Shaikh) 304 1.5 710 Mughal (Khan) 135 .7 720 Rajput (Muslim Peasant Proprietors) 4 .0 730 Other Upper Caste Muslims 73 .4 732: Muslim Middle for Kashmir 57 .3 740 Peasants/Trad,auto_extract
2024,pre_poll,pre-poll/2024/prepoll_report_2024.pdf,29,24,gender;age;religion;caste,age;caste;dalit;men;muslim;nda;obc;others;sc;st;upper caste,voter_group_party_table,Social and Political Barometer Prepoll Study 2024-Survey Findings N (%) Valid (%) 20: Housewife/househusband 142 1.4 2.5 21: Unemployed or looking for employment 54 .5 1.0 97: Any other 268 2.7 4.8 98: Did not tell 289 2.9 5.2 Total 5586 55.8 100.0 Missing 99: Not applicable 4433 44.2 Total 10019 100.0 Z6: What is your Caste/Jaati biradari/tribe name? N (%) 01: Brahmin 580 5.8 02: Rajput 384 3.8 0,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,20,23,age;caste;electorate,age;all india;bjp;congress;inc;india;nda;sc;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) 07: Mayawati (BSP) 452 1.9 08: P Chidambaram (INC) 74 .3 09: Ghulam Nabi Azad 13 .1 10: A K Antony 1 .0 11: Pranab Mukherjee 3 .0 12: Siddaramaiah 21 .1 13: Sachin Pilot 31 .1 14: Jyotiraditya Scindia 56 .2 15: Any other Congress leader 51 .2 16: Arun Jaitley 0 .0 17: Rajnath Singh 20 .1 18: Sushma Swaraj 2 .0 19: L K Advani 4 .0 20: Shivraj Singh ,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,30,23,gender;age;caste;electorate,age;all india;bjp;inc;india;men;nda;party;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) Valid (%) 091: KNMK 2 .0 .0 092: INL 1 .0 .0 101: RLD 1 .0 .0 106: SBSP 1 .0 .0 108: UKD 1 .0 .0 120: NDPP 2 .0 .0 121: BLF 1 .0 .0 124: NTK 6 .0 .1 126: VBA 45 .2 .6 131: UDF supported Independent 1 .0 .0 132: LDF supported Independent 3 .0 .0 501: Jammu & Kashmir People movement 0 .0 .0 600: NDA 0 .0 .0 900: Independent 4 .0 .1 997: Any other par,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,40,23,gender;age;caste;class;welfare_beneficiary;electorate,age;all india;inc;income;india;men;party;sc;scheme;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) Valid (%) Valid 1: Central government 2925 12.1 27.7 2: State government 6055 25.0 57.2 3: Local politician 495 2.0 4.7 4: Local Bureaucrat 256 1.1 2.4 5: Other 87 .4 .8 6: Both Central and State govt 125 .5 1.2 8: No response 636 2.6 6.0 Total 10578 43.6 100.0 Missing 9: N.A. 13657 56.4 Total 24235 100.0 f: Income support scheme for farmers N (%) ,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,118,23,gender;age;caste;electorate,age;all india;bjp;congress;inc;india;men;others;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings Missing 9: N.A. 599 53.5 Total 1121 100.0 c: (If somewhat or fully oppose) Who would you give credit for the Citizenship Amendment Bill not getting passed in Parliament? N (%) Valid (%) Valid 01: People/protestors 238 21.2 45.5 02: Civil Society 56 5.0 10.7 03: Students 33 2.9 6.3 04: Protests by political parties (generally) 24 2.1 4.6 05: AGP/AGP leade,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,162,23,gender;age;caste;electorate,age;all india;bjp;inc;india;men;party;st;vote,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings JAMMU AND KASHMIR JKQ1: If Assembly elections are held in Jammu and Kashmir tomorrow, which party would you vote for? N (%) 001: INC 32 5.2 002: BJP 120 19.5 003: BSP 1 .2 026: AGP 1 .1 037: JJP 0 .1 039: National Conference 103 16.8 040: PDP 14 2.4 042: People’s Conference 15 2.5 501: Jammu & Kashmir People movement 9 1.5 996: Can't say 133 21.7 997: An",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,180,23,age;caste;issue_preference;electorate,age;all india;bjp;india;issue;others;party;st;vote,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings KLQ9: How important was the issue of flood relief and rehabilitation for you while deciding who to vote for in the Lok Sabha election – very important, somewhat important, not much important or not at all important? N (%) 1: Very important 380 22.8 2: Somewhat important 511 30.7 3: Not much important 239 14.3 4: Not at all important 389 23.4 7: Can't say",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,208,23,gender;age;caste;electorate,age;all india;congress;india;men;others;party;st;vote,voter_group_party_table,All India Postpoll NES 2019-Survey Findings Total 177 39.1 100.0 Missing 9: N.A. 276 60.9 Total 453 100.0 c: (If somewhat or fully oppose) Who would you give credit for the Citizenship Amendment Bill not getting passed in Parliament? N (%) Valid (%) Valid 01: People/protestors 38 8.4 21.4 02: Civil Society 7 1.7 4.2 03: Students 1 .2 .4 04: Protests by political parties (generally) 40 8.9 22.8 06:,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,263,23,gender;age;caste;electorate,age;all india;bjp;inc;india;men;party;st;vote,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings WEST BENGAL WBQ1: If Assembly elections are held in West Bengal tomorrow, which party would you vote for? N (%) 001: INC 46 2.9 002: BJP 457 28.4 004: CPI(M) 44 2.7 005: CPI 4 .3 007: AITC 651 40.4 009: LJP 1 .1 019: AIFB 1 .0 067: KHNAM 1 .1 109: Left Front 2 .2 110: SUCI 6 .3 901: No party 0 .0 902: NOTA 13 .8 996: Can't say 20 1.3 997: Any other party",auto_extract
2024,pre_poll,pre-poll/2024/prepoll_report_2024.pdf,2,23,age;religion;caste;electorate,age;all india;congress;india;muslim;party;st;vote;voted,voter_group_party_table,Social and Political Barometer Prepoll Study 2024-Survey Findings N (%) Valid (%) 23: Indian National Lok Dal / INLD 3 .0 .0 24: Jannayak Janta Party / JJP 1 .0 .0 25: Jharkhand Mukti Morcha / JMM 16 .2 .2 26: AJSU PARTY 2 .0 .0 27: Janata Dal (Secular) / JDS 37 .4 .4 28: Indian Union Muslim League / IUML 85 .9 .9 29: Maharashtra Navnirman Sena /MNS 4 .0 .0 30: BJD/Biju Janata Dal 159 1.6 1.6 31: ,auto_extract
2024,pre_poll,pre-poll/2024/prepoll_report_2024.pdf,15,23,age;religion;caste;electorate,age;all india;bjp;congress;inc;india;muslim;party;st,voter_group_party_table,Social and Political Barometer Prepoll Study 2024-Survey Findings N (%) Total 10019 100.0 a: (If yes in Q31) Which party is trying to do it? N (%) Valid (%) Valid 01: Congress/INC 925 9.2 30.4 02: BJP/ Bharatiya Janata Party 1027 10.2 33.8 03: BSP/ Bahujan Samaj Party 29 .3 1.0 04: CPI/ Communist Party of India 9 .1 .3 05: CPI-M/ Communist Party of India Marxist 30 .3 1.0 07: NCP (Ajit Pawar)/ Nat,auto_extract
2024,pre_poll,pre-poll/2024/prepoll_report_2024.pdf,22,23,age;religion;caste;electorate,age;all india;bjp;congress;inc;india;muslim;party;st,voter_group_party_table,"Social and Political Barometer Prepoll Study 2024-Survey Findings a: (If 1,2,3 in Q44) Which party are these messages most commonly associated with? N (%) Valid (%) Valid 01: Congress/INC 918 9.2 16.0 02: BJP/ Bharatiya Janata Party 3381 33.7 58.8 03: BSP/ Bahujan Samaj Party 112 1.1 1.9 04: CPI/ Communist Party of India 50 .5 .9 05: CPI-M/ Communist Party of India Marxist 42 .4 .7 06: CPI-ML/ Com",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,37,22,gender;age;caste;welfare_beneficiary;electorate,age;all india;government scheme;housing;india;men;party;sc;scheme;st,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings N (%) Valid (%) Total 18458 76.2 100.0 Missing 9: Not applicable 5777 23.8 Total 24235 100.0 Q31: Please tell me in the last five years, have you or someone from your family benefited from these government schemes? a: Housing scheme/Awas Yojana N (%) 1: Yes 5014 20.7 2: No 19221 79.3 Total 24235 100.0 a(a): (If benefited) And who would you give credit fo",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,60,22,gender;age;caste;class;welfare_beneficiary;electorate,age;all india;government scheme;inc;income;india;men;sc;scheme;st,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings N (%) Valid (%) Valid 1: State 1426 5.9 30.4 2: Centre 1933 8.0 41.2 3: Both 779 3.2 16.6 7: Can't say 378 1.6 8.0 8: No response 181 .7 3.9 Total 4697 19.4 100.0 Missing 9: N.A. 7344 30.3 System 12194 50.3 Total 19538 80.6 Total 24235 100.0 b: (If yes in B7) Do you prefer receiving this money directly into your bank account, or does it make life easier ",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,78,22,age;religion;caste;electorate,age;all india;christian;hindu;india;muslim;others;religion;sikh;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings Z5: Are you married? N (%) 1: No 2792 11.5 2: Yes 20429 84.3 3: Divorced 104 .4 4: Widowed 588 2.4 5: Separated 31 .1 8: Did not answer/No response 291 1.2 Total 24235 100.0 Z6: What is your religion? N (%) 1: Hindu 19399 80.0 2: Muslims 3266 13.5 3: Christian 546 2.3 4: Sikh 487 2.0 5: Buddhist/neo-Buddhist 191 .8 6: Jain 75 .3 7: Parsi 5 .0 8: No relig,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,109,22,gender;age;caste;education;electorate,age;all india;caste;community;education;inc;india;men;obc;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) 2: Somewhat succeeded 414 44.6 3: Somewhat failed 113 12.2 4: Fully failed 74 7.9 7: Can't say 37 4.0 8: No response 38 4.1 Total 929 100.0 e: Caste-community N (%) 1: Fully succeeded 46 5.0 2: Somewhat succeeded 168 18.1 3: Somewhat failed 183 19.7 4: Fully failed 310 33.4 7: Can't say 168 18.0 8: No response 54 5.8 Total 929 100.0 APQ8: Which lea,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,134,22,gender;age;caste;issue_preference;electorate,age;all india;bjp;india;issue;men;st;vote;voted,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) 1: No 272 45.2 2: Yes 235 38.9 7: Can't say 66 10.9 8: No response 31 5.1 Total 603 100.0 GAQ7: It will be difficult for the BJP to survive in Goa without Manohar Parrikar. Do you agree or disagree with this statement? N (%) 1: Fully agree 139 23.0 2: Somewhat agree 190 31.6 3: Somewhat disagree 124 20.5 4: Fully disagree 72 11.9 7: Can't say 62 10,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,151,22,gender;age;caste;electorate,age;all india;bjp;congress;inc;india;men;obc;st,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings N (%) Total 757 100.0 HRQ4: In your opinion, should the Congress and JJP have contested this Lok Sabha election in alliance? N (%) 1: No 381 50.4 2: Yes 92 12.1 8: No response 284 37.5 Total 757 100.0 HRQ5: Should the BJP government in Haryana get another chance in the assembly election later this year? N (%) 1: No 212 28.0 2: Yes 336 44.4 8: No response",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,200,22,gender;age;caste;welfare_beneficiary;electorate,age;all india;bjp;congress;india;men;others;ration;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings b: (If somewhat or fully oppose) Did you take part in any protest demonstration related to the Citizenship Amendment Bill? N (%) Valid (%) Valid 1: No 174 42.6 63.8 2: Yes 98 23.9 35.8 8: No response 1 .3 .4 Total 273 66.7 100.0 Missing 9: N.A. 136 33.3 Total 409 100.0 c: (If somewhat or fully oppose) Who would you give credit for the Citizenship Amendme,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,225,22,gender;age;caste;issue_preference;electorate,age;all india;caste;community;development;india;men;party;st;women,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) 4: Fully failed 241 26.7 7: Can't say 148 16.4 8: No response 73 8.1 Total 900 100.0 d: Women N (%) 1: Fully succeeded 132 14.7 2: Somewhat succeeded 389 43.2 3: Somewhat failed 50 5.6 4: Fully failed 149 16.5 7: Can't say 128 14.2 8: No response 52 5.8 Total 900 100.0 e: Caste-community N (%) 1: Fully succeeded 61 6.8 2: Somewhat succeeded 295 32.,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,280,22,gender;age;caste;issue_preference;electorate,age;all india;bjp;inc;india;issue;men;party;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings b: (If yes/claimed) After staging your claim did you or any of your family member got the right to cultivate/habitat on the forest land? N (%) Valid (%) Valid 1: No 21 3.3 57.7 2: Yes 13 2.0 34.7 7: Can't say 3 .4 7.6 Total 37 5.7 100.0 Missing 9: N.A. 611 94.3 Total 648 100.0 c: (If heard of Forest Rights Act) How important was the Forest Rights Act iss,auto_extract
2024,post_poll,post-poll/2024/postpoll_study_2024.pdf,4,22,age;religion;caste,age;caste;community;others;party;religious;st;vote;voted,post_poll_vote_choice_table,"Social and Political Barometer Posttpoll Study 2024-Survey Findings N (%) Valid (%) Missing 999: Not applicable 1270 6.5 Total 19663 100.0 Q4a: Would you say that the party you voted for was the one you really wanted to vote, or you voted for the party because there was no good alternative available? N (%) Valid (%) Valid 01: I really wanted to vote for this party only 15239 77.5 82.9 02: I voted ",auto_extract
