state,constituency,candidate,gender,age,category,party,party_symbol,total_votes_polled_in_the_constituency,valid_votes,evm_votes,postal_votes,votes,over_total_electors_in_constituency,over_total_votes_polled_in_constituency,over_total_valid_votes_polled_in_constituency,total_electors,year,rank,winner,vote_share,next_votes,margin_votes,raw_swing,sim_vote_share,sim_rank
Tamil Nadu,SALEM,MANICKAM R,MALE,67.0,GENERAL,UMK,Auto- rickshaw,1307379.0,1289950.0,533.0,4.0,537.0,0.03,0.04,0.04,1659269.0,2024,19.0,False,0.0411543448872049,466.0,,0.0,0.0411543448872049,19.0
Tamil Nadu,SALEM,AHAMED SHAHJAHAN M,MALE,54.0,GENERAL,IND,Gas cylinder,1307379.0,1289950.0,453.0,13.0,466.0,0.03,0.04,0.04,1659269.0,2024,20.0,False,0.0357130814104981,432.0,,0.0,0.0357130814104981,20.0
Tamil Nadu,SALEM,INTHRAJITHKUPTHA G,MALE,33.0,SC,IND,Pot,1307379.0,1289950.0,425.0,7.0,432.0,0.03,0.03,0.03,1659269.0,2024,21.0,False,0.0331074059427793,422.0,,0.0,0.0331074059427793,21.0
Tamil Nadu,SALEM,RAMASUNDARAM D,MALE,47.0,GENERAL,IND,Pressure cooker,1307379.0,1289950.0,419.0,3.0,422.0,0.03,0.03,0.03,1659269.0,2024,22.0,False,0.032341030805215,377.0,,0.0,0.032341030805215,22.0
Tamil Nadu,SALEM,KARUNAKARAN M,MALE,49.0,GENERAL,IND,Laptop,1307379.0,1289950.0,359.0,18.0,377.0,0.02,0.03,0.03,1659269.0,2024,23.0,False,0.0288923426861755,332.0,,0.0,0.0288923426861755,23.0
Tamil Nadu,SALEM,RAJA A,MALE,56.0,SC,IND,Ring,1307379.0,1289950.0,329.0,3.0,332.0,0.02,0.03,0.03,1659269.0,2024,24.0,False,0.0254436545671359,328.0,,0.0,0.025443654567135897,24.0
Tamil Nadu,SALEM,VIGNESH M,MALE,30.0,GENERAL,IND,Throwing a javelin,1307379.0,1289950.0,324.0,4.0,328.0,0.02,0.03,0.03,1659269.0,2024,25.0,False,0.0251371045121102,316.0,,0.0,0.025137104512110195,25.0
Tamil Nadu,SALEM,JOTHILINGAM M,MALE,49.0,GENERAL,IND,Computer,1307379.0,1289950.0,314.0,2.0,316.0,0.02,0.02,0.02,1659269.0,2024,26.0,False,0.024217454347033,,,0.0,0.024217454347033,26.0
Tamil Nadu,SIVAGANGA,KARTI P CHIDAMBARAM,MALE,52.0,GENERAL,INC,Hand,1057025.0,1045230.0,425631.0,2046.0,427677.0,26.15,40.46,40.92,1635655.0,2024,1.0,True,40.59894495922325,222013.0,205664.0,0.0,40.59894495922326,1.0
Tamil Nadu,SIVAGANGA,XAVIERDASS A,MALE,48.0,GENERAL,ADMK,Two leaves,1057025.0,1045230.0,221255.0,758.0,222013.0,13.57,21.0,21.24,1635655.0,2024,2.0,False,21.07546949504423,195788.0,,0.0,21.075469495044235,2.0
Tamil Nadu,SIVAGANGA,DHEVANATHAN YADAV T,MALE,63.0,GENERAL,BJP,Lotus,1057025.0,1045230.0,194559.0,1229.0,195788.0,11.97,18.52,18.73,1635655.0,2024,3.0,False,18.585956775034436,163412.0,,0.0,18.58595677503444,3.0
Tamil Nadu,SIVAGANGA,EZHILARASI,FEMALE,33.0,GENERAL,NTK,Mike,1057025.0,1045230.0,162558.0,854.0,163412.0,9.99,15.46,15.63,1635655.0,2024,4.0,False,15.512535847559231,8512.0,,0.0,15.512535847559233,4.0
Tamil Nadu,SIVAGANGA,DHANALAKSHMI M,FEMALE,50.0,GENERAL,IND,Whistle,1057025.0,1045230.0,8494.0,18.0,8512.0,0.52,0.81,0.81,1635655.0,2024,5.0,False,0.8080355490075649,8189.0,,0.0,0.8080355490075651,5.0
Tamil Nadu,SIVAGANGA,NOTA,,,,NOTA,NOTA,1057025.0,1045230.0,8119.0,70.0,8189.0,0.5,0.77,0.78,1635655.0,2024,6.0,False,0.7773734857639742,4241.0,,0.0,0.7773734857639744,6.0
Tamil Nadu,SIVAGANGA,GOVINDHARAJU M.G,MALE,45.0,SC,IND,Battery Torch,1057025.0,1045230.0,4231.0,10.0,4241.0,0.26,0.4,0.41,1635655.0,2024,7.0,False,0.4025938396782287,3696.0,,0.0,0.4025938396782287,7.0
Tamil Nadu,SIVAGANGA,NAGARAJAN KR,MALE,59.0,GENERAL,IND,Pen nib with seven rays,1057025.0,1045230.0,3682.0,14.0,3696.0,0.23,0.35,0.35,1635655.0,2024,8.0,False,0.3508575410164427,3427.0,,0.0,0.35085754101644273,8.0
Tamil Nadu,SIVAGANGA,PALANIYAPPAN R,MALE,39.0,GENERAL,IND,Bricks,1057025.0,1045230.0,3426.0,1.0,3427.0,0.21,0.32,0.33,1635655.0,2024,9.0,False,0.3253216431448454,3171.0,,0.0,0.32532164314484546,9.0
Tamil Nadu,SIVAGANGA,RANJITHKUMAR BALUSWAMY,MALE,28.0,SC,BSP,Elephant,1057025.0,1045230.0,3160.0,11.0,3171.0,0.19,0.3,0.3,1635655.0,2024,10.0,False,0.3010198221220616,2194.0,,0.0,0.3010198221220616,10.0
Tamil Nadu,SIVAGANGA,BASKARAN S,MALE,57.0,GENERAL,IND,Tennis racket & ball,1057025.0,1045230.0,2191.0,3.0,2194.0,0.13,0.21,0.21,1635655.0,2024,11.0,False,0.2082742004843277,1663.0,,0.0,0.20827420048432777,11.0
Tamil Nadu,SIVAGANGA,KALAISELVAM K,MALE,39.0,GENERAL,IND,Bat,1057025.0,1045230.0,1660.0,3.0,1663.0,0.1,0.16,0.16,1635655.0,2024,12.0,False,0.1578669076597251,1527.0,,0.0,0.15786690765972514,12.0
Tamil Nadu,SIVAGANGA,MALAISAMY K,MALE,48.0,SC,IND,Electric pole,1057025.0,1045230.0,1524.0,3.0,1527.0,0.09,0.14,0.15,1635655.0,2024,13.0,False,0.1449565652413711,1292.0,,0.0,0.14495656524137113,13.0
Tamil Nadu,SIVAGANGA,SEKAR A,MALE,51.0,SC,IND,Coconut farm,1057025.0,1045230.0,1285.0,7.0,1292.0,0.08,0.12,0.12,1635655.0,2024,14.0,False,0.1226482529743625,1111.0,,0.0,0.12264825297436252,14.0
Tamil Nadu,SIVAGANGA,SELVARAJ P,MALE,57.0,GENERAL,IND,Pressure cooker,1057025.0,1045230.0,1108.0,3.0,1111.0,0.07,0.11,0.11,1635655.0,2024,15.0,False,0.1054661060793473,1073.0,,0.0,0.10546610607934731,15.0
Tamil Nadu,SIVAGANGA,THILLAIVASAGAM M,MALE,52.0,GENERAL,VTIP,Chappals,1057025.0,1045230.0,1068.0,5.0,1073.0,0.07,0.1,0.1,1635655.0,2024,16.0,False,0.1018588045212778,1034.0,,0.0,0.10185880452127781,16.0
Tamil Nadu,SIVAGANGA,ASHOK KUMAR K,MALE,43.0,GENERAL,IND,Air conditioner,1057025.0,1045230.0,1030.0,4.0,1034.0,0.06,0.1,0.1,1635655.0,2024,17.0,False,0.0981565739748381,981.0,,0.0,0.09815657397483811,17.0
Tamil Nadu,SIVAGANGA,KARTHICK C,MALE,34.0,GENERAL,IND,Pot,1057025.0,1045230.0,975.0,6.0,981.0,0.06,0.09,0.09,1635655.0,2024,18.0,False,0.0931253375912148,828.0,,0.0,0.09312533759121482,18.0
Tamil Nadu,SIVAGANGA,MUTHARASU PANDIYAN V,MALE,50.0,GENERAL,IND,Ring,1057025.0,1045230.0,824.0,4.0,828.0,0.05,0.08,0.08,1635655.0,2024,19.0,False,0.0786012023705667,819.0,,0.0,0.07860120237056671,19.0
Tamil Nadu,SIVAGANGA,KALAIRAJA B,MALE,33.0,SC,IND,Truck,1057025.0,1045230.0,816.0,3.0,819.0,0.05,0.08,0.08,1635655.0,2024,20.0,False,0.0777468414752344,771.0,,0.0,0.07774684147523442,20.0
Tamil Nadu,SIVAGANGA,KARTHIKAIRAJAN P,MALE,35.0,GENERAL,IND,Auto- rickshaw,1057025.0,1045230.0,762.0,9.0,771.0,0.05,0.07,0.07,1635655.0,2024,21.0,False,0.0731902500334624,,,0.0,0.07319025003346241,21.0
Tamil Nadu,SRIPERUMBUDUR,T R BAALU,MALE,82.0,GENERAL,DMK,Rising sun,1441382.0,1414485.0,755671.0,2940.0,758611.0,31.84,52.63,53.63,2382578.0,2024,1.0,True,52.647135366966594,271582.0,487029.0,0.0,52.647135366966594,1.0
Tamil Nadu,SRIPERUMBUDUR,G PREMKUMAR,MALE,34.0,GENERAL,ADMK,Two leaves,1441382.0,1414485.0,270549.0,1033.0,271582.0,11.4,18.84,19.2,2382578.0,2024,2.0,False,18.847623244629354,210110.0,,0.0,18.847623244629354,2.0
Tamil Nadu,SRIPERUMBUDUR,V N VENUGOPAL,MALE,59.0,GENERAL,TMC(M),Bicycle,1441382.0,1414485.0,209183.0,927.0,210110.0,8.82,14.58,14.85,2382578.0,2024,3.0,False,14.581504370426146,140233.0,,0.0,14.581504370426144,3.0
Tamil Nadu,SRIPERUMBUDUR,V RAVICHANDRAN,MALE,40.0,GENERAL,NTK,Mike,1441382.0,1414485.0,139931.0,302.0,140233.0,5.89,9.73,9.91,2382578.0,2024,4.0,False,9.732083681776068,26450.0,,0.0,9.732083681776066,4.0
Tamil Nadu,SRIPERUMBUDUR,NOTA,,,,NOTA,NOTA,1441382.0,1414485.0,26294.0,156.0,26450.0,1.11,1.84,1.87,2382578.0,2024,5.0,False,1.8356136813943724,8189.0,,0.0,1.835613681394372,5.0
Tamil Nadu,SRIPERUMBUDUR,K PRABAKARAN,MALE,35.0,SC,BSP,Elephant,1441382.0,1414485.0,8115.0,74.0,8189.0,0.34,0.57,0.58,2382578.0,2024,6.0,False,0.5683115477103409,3699.0,,0.0,0.5683115477103408,6.0
Tamil Nadu,SRIPERUMBUDUR,M S ARUMUGAM,MALE,58.0,SC,IND,Glass tumbler,1441382.0,1414485.0,3695.0,4.0,3699.0,0.16,0.26,0.26,2382578.0,2024,7.0,False,0.2567083178630542,3694.0,,0.0,0.25670831786305415,7.0
Tamil Nadu,SRIPERUMBUDUR,V SUDHAVALLI,FEMALE,36.0,GENERAL,AVRMK,Diamond,1441382.0,1414485.0,3659.0,35.0,3694.0,0.16,0.26,0.26,2382578.0,2024,8.0,False,0.2563613209478568,2220.0,,0.0,0.25636132094785674,8.0
Tamil Nadu,SRIPERUMBUDUR,S AMBETHKUMAR,MALE,32.0,SC,MAHMMK,Air conditioner,1441382.0,1414485.0,2211.0,9.0,2220.0,0.09,0.15,0.16,2382578.0,2024,9.0,False,0.1540666303476562,1704.0,,0.0,0.1540666303476562,9.0
Tamil Nadu,SRIPERUMBUDUR,M ASHOK KUMAR,MALE,37.0,SC,IND,Laptop,1441382.0,1414485.0,1696.0,8.0,1704.0,0.07,0.12,0.12,2382578.0,2024,10.0,False,0.118256548699282,1352.0,,0.0,0.11825654869928198,10.0
Tamil Nadu,SRIPERUMBUDUR,S SIVAKUMAR,MALE,43.0,GENERAL,VTVTK,Pestle and mortar,1441382.0,1414485.0,1349.0,3.0,1352.0,0.06,0.09,0.1,2382578.0,2024,11.0,False,0.0938279658693834,1259.0,,0.0,0.09382796586938338,11.0
Tamil Nadu,SRIPERUMBUDUR,AYODHI LAKSHMANAN,MALE,59.0,GENERAL,IND,Truck,1441382.0,1414485.0,1255.0,4.0,1259.0,0.05,0.09,0.09,2382578.0,2024,12.0,False,0.0873738232467113,1241.0,,0.0,0.08737382324671128,12.0
Tamil Nadu,SRIPERUMBUDUR,S CHITTIBABU,MALE,51.0,GENERAL,NADLMMKLK,Auto- rickshaw,1441382.0,1414485.0,1238.0,3.0,1241.0,0.05,0.09,0.09,2382578.0,2024,13.0,False,0.0861246343520006,970.0,,0.0,0.08612463435200059,13.0
Tamil Nadu,SRIPERUMBUDUR,C ARAVIND,MALE,39.0,GENERAL,DMSK,Robot,1441382.0,1414485.0,959.0,11.0,970.0,0.04,0.07,0.07,2382578.0,2024,14.0,False,0.0673174015483002,883.0,,0.0,0.06731740154830018,14.0
Tamil Nadu,SRIPERUMBUDUR,GOPI DEEPAK,MALE,39.0,SC,IND,Baby walker,1441382.0,1414485.0,878.0,5.0,883.0,0.04,0.06,0.06,2382578.0,2024,15.0,False,0.061279655223865,867.0,,0.0,0.061279655223864984,15.0
Tamil Nadu,SRIPERUMBUDUR,KARTHIK KUMAR P C,MALE,43.0,SC,IND,Computer,1441382.0,1414485.0,866.0,1.0,867.0,0.04,0.06,0.06,2382578.0,2024,16.0,False,0.0601692650952333,822.0,,0.0,0.060169265095233286,16.0
Tamil Nadu,SRIPERUMBUDUR,J MOHANRAJ,MALE,72.0,GENERAL,JJ,Green chilli,1441382.0,1414485.0,817.0,5.0,822.0,0.03,0.06,0.06,2382578.0,2024,17.0,False,0.0570462928584564,799.0,,0.0,0.057046292858456395,17.0
Tamil Nadu,SRIPERUMBUDUR,DR S PRAVEEN,MALE,35.0,GENERAL,IND,Television,1441382.0,1414485.0,791.0,8.0,799.0,0.03,0.06,0.06,2382578.0,2024,18.0,False,0.0554501070485483,669.0,,0.0,0.05545010704854829,18.0
Tamil Nadu,SRIPERUMBUDUR,I MOHAMED YASEEN,MALE,27.0,GENERAL,TK,Matchbox,1441382.0,1414485.0,668.0,1.0,669.0,0.03,0.05,0.05,2382578.0,2024,19.0,False,0.0464281872534153,617.0,,0.0,0.04642818725341529,19.0
Tamil Nadu,SRIPERUMBUDUR,K PALANIYAPPAN,MALE,67.0,GENERAL,MMKA,Gas cylinder,1441382.0,1414485.0,613.0,4.0,617.0,0.03,0.04,0.04,2382578.0,2024,20.0,False,0.0428194193353621,514.0,,0.0,0.04281941933536209,20.0
Tamil Nadu,SRIPERUMBUDUR,S PRABHU,MALE,41.0,SC,IND,Ship,1441382.0,1414485.0,513.0,1.0,514.0,0.02,0.04,0.04,2382578.0,2024,21.0,False,0.0356712828822951,494.0,,0.0,0.0356712828822951,21.0
Tamil Nadu,SRIPERUMBUDUR,P BASKARAN,MALE,74.0,GENERAL,IND,Helmet,1441382.0,1414485.0,493.0,1.0,494.0,0.02,0.03,0.03,2382578.0,2024,22.0,False,0.0342832952215054,460.0,,0.0,0.034283295221505396,22.0
Tamil Nadu,SRIPERUMBUDUR,P HARIDAS,MALE,27.0,SC,IND,Bangles,1441382.0,1414485.0,458.0,2.0,460.0,0.02,0.03,0.03,2382578.0,2024,23.0,False,0.031923716198163,447.0,,0.0,0.03192371619816299,23.0
Tamil Nadu,SRIPERUMBUDUR,C A JAYARAMAN,MALE,41.0,GENERAL,IND,Gift pack,1441382.0,1414485.0,445.0,2.0,447.0,0.02,0.03,0.03,2382578.0,2024,24.0,False,0.0310215242186496,426.0,,0.0,0.031021524218649597,24.0
Tamil Nadu,SRIPERUMBUDUR,G RAMKUMAR,MALE,27.0,GENERAL,IND,Triangle,1441382.0,1414485.0,426.0,0.0,426.0,0.02,0.03,0.03,2382578.0,2024,25.0,False,0.0295641371748205,403.0,,0.0,0.029564137174820496,25.0
Tamil Nadu,SRIPERUMBUDUR,N MANIKKAM,MALE,67.0,GENERAL,IND,Telephone,1441382.0,1414485.0,402.0,1.0,403.0,0.02,0.03,0.03,2382578.0,2024,26.0,False,0.0279679513649123,394.0,,0.0,0.0279679513649123,26.0
Tamil Nadu,SRIPERUMBUDUR,S MUNIKUMAR,MALE,50.0,GENERAL,SMKNK,Bead necklace,1441382.0,1414485.0,393.0,1.0,394.0,0.02,0.03,0.03,2382578.0,2024,27.0,False,0.027343356917557,394.0,,0.0,0.027343356917556995,27.0
Tamil Nadu,SRIPERUMBUDUR,M PREMKUMAR,MALE,42.0,SC,IND,Cot,1441382.0,1414485.0,393.0,1.0,394.0,0.02,0.03,0.03,2382578.0,2024,28.0,False,0.027343356917557,388.0,,0.0,0.027343356917556995,28.0
Tamil Nadu,SRIPERUMBUDUR,A JINNA MOHAMMED,MALE,32.0,GENERAL,IND,Kettle,1441382.0,1414485.0,382.0,6.0,388.0,0.02,0.03,0.03,2382578.0,2024,29.0,False,0.02692696061932,385.0,,0.0,0.026926960619319994,29.0
Tamil Nadu,SRIPERUMBUDUR,M SARAVANAN,MALE,34.0,GENERAL,IND,Well,1441382.0,1414485.0,385.0,0.0,385.0,0.02,0.03,0.03,2382578.0,2024,30.0,False,0.0267187624702016,343.0,,0.0,0.026718762470201596,30.0
Tamil Nadu,SRIPERUMBUDUR,S SIVARAMAN,MALE,59.0,GENERAL,IND,Almirah,1441382.0,1414485.0,340.0,3.0,343.0,0.01,0.02,0.02,2382578.0,2024,31.0,False,0.0238039883825432,316.0,,0.0,0.023803988382543197,31.0
Tamil Nadu,SRIPERUMBUDUR,C PREMKUMAR,MALE,29.0,SC,IND,Bricks,1441382.0,1414485.0,313.0,3.0,316.0,0.01,0.02,0.02,2382578.0,2024,32.0,False,0.0219302050404771,,,0.0,0.021930205040477095,32.0
Tamil Nadu,TENKASI,DR RANI SRIKUMAR,FEMALE,40.0,SC,DMK,Rising sun,1040936.0,1021954.0,423025.0,2654.0,425679.0,27.84,40.89,41.65,1529130.0,2024,1.0,True,40.96537547672596,229480.0,196199.0,0.0,40.96537547672596,1.0
Tamil Nadu,TENKASI,DR K KRISHNASAMY,MALE,72.0,SC,ADMK,Two leaves,1040936.0,1021954.0,228290.0,1190.0,229480.0,15.01,22.05,22.46,1529130.0,2024,2.0,False,22.084092389803285,208825.0,,0.0,22.084092389803285,2.0
Tamil Nadu,TENKASI,B JOHN PANDIAN,MALE,68.0,SC,BJP,Lotus,1040936.0,1021954.0,206982.0,1843.0,208825.0,13.66,20.06,20.43,1529130.0,2024,3.0,False,20.096350851057483,130335.0,,0.0,20.096350851057483,3.0
Tamil Nadu,TENKASI,ESAI MATHIVANAN,MALE,37.0,SC,NTK,Mike,1040936.0,1021954.0,128750.0,1585.0,130335.0,8.52,12.52,12.75,1529130.0,2024,4.0,False,12.542836768454816,17165.0,,0.0,12.542836768454816,4.0
Tamil Nadu,TENKASI,NOTA,,,,NOTA,NOTA,1040936.0,1021954.0,16877.0,288.0,17165.0,1.12,1.65,1.68,1529130.0,2024,5.0,False,1.65188010227895,6314.0,,0.0,1.65188010227895,5.0
Tamil Nadu,TENKASI,KARPAGAVALLI P,FEMALE,25.0,SC,IND,Ganna kisan,1040936.0,1021954.0,6200.0,114.0,6314.0,0.41,0.61,0.62,1529130.0,2024,6.0,False,0.6076301174360204,3554.0,,0.0,0.6076301174360204,6.0
Tamil Nadu,TENKASI,T MAHESHKUMAR,MALE,32.0,SC,BSP,Elephant,1040936.0,1021954.0,3526.0,28.0,3554.0,0.23,0.34,0.35,1529130.0,2024,7.0,False,0.3420205000582224,3412.0,,0.0,0.3420205000582224,7.0
Tamil Nadu,TENKASI,RAMASAMY P,MALE,69.0,SC,VKVIP,Bat,1040936.0,1021954.0,3395.0,17.0,3412.0,0.22,0.33,0.33,1529130.0,2024,8.0,False,0.3283550777148719,3278.0,,0.0,0.3283550777148719,8.0
Tamil Nadu,TENKASI,M MANMATHAN,MALE,68.0,SC,IND,Batsman,1040936.0,1021954.0,3276.0,2.0,3278.0,0.21,0.31,0.32,1529130.0,2024,9.0,False,0.3154595383204426,2476.0,,0.0,0.3154595383204426,9.0
Tamil Nadu,TENKASI,A SEETHA,FEMALE,51.0,SC,BHUDRP,Diamond,1040936.0,1021954.0,2476.0,0.0,2476.0,0.16,0.24,0.24,1529130.0,2024,10.0,False,0.2382787726910969,1833.0,,0.0,0.23827877269109687,10.0
Tamil Nadu,TENKASI,M KRISHNASAMY,MALE,42.0,SC,IND,Computer,1040936.0,1021954.0,1828.0,5.0,1833.0,0.12,0.18,0.18,1529130.0,2024,11.0,False,0.1763994306715592,1655.0,,0.0,0.1763994306715592,11.0
Tamil Nadu,TENKASI,M UMAMAHESWARI,FEMALE,45.0,SC,DMSK,Auto- rickshaw,1040936.0,1021954.0,1626.0,29.0,1655.0,0.11,0.16,0.16,1529130.0,2024,12.0,False,0.1592695350580636,1457.0,,0.0,0.1592695350580636,12.0
Tamil Nadu,TENKASI,A MUTHAIAH,MALE,70.0,SC,IND,Bangles,1040936.0,1021954.0,1440.0,17.0,1457.0,0.1,0.14,0.14,1529130.0,2024,13.0,False,0.140214932072265,1350.0,,0.0,0.140214932072265,13.0
Tamil Nadu,TENKASI,P KRISHNASAMY,MALE,43.0,SC,IND,Television,1040936.0,1021954.0,1342.0,8.0,1350.0,0.09,0.13,0.13,1529130.0,2024,14.0,False,0.1299177476304446,1313.0,,0.0,0.1299177476304446,14.0
Tamil Nadu,TENKASI,M ARUMUGASAMY,MALE,65.0,SC,IND,Ring,1040936.0,1021954.0,1292.0,21.0,1313.0,0.09,0.13,0.13,1529130.0,2024,15.0,False,0.1263570389916843,993.0,,0.0,0.1263570389916843,15.0
Tamil Nadu,TENKASI,R RAJASEKAR,MALE,25.0,SC,IND,Ship,1040936.0,1021954.0,982.0,11.0,993.0,0.06,0.1,0.1,1529130.0,2024,16.0,False,0.0955617210348381,,,0.0,0.0955617210348381,16.0
Tamil Nadu,THANJAVUR,MURASOLI S,MALE,46.0,GENERAL,DMK,Rising sun,1031294.0,1015873.0,498822.0,3423.0,502245.0,33.44,48.7,49.44,1502056.0,2024,1.0,True,48.82298732582488,182662.0,319583.0,0.0,48.822987325824876,1.0
Tamil Nadu,THANJAVUR,SIVANESAN P,MALE,51.0,GENERAL,DMDK,Nagara,1031294.0,1015873.0,182172.0,490.0,182662.0,12.16,17.71,17.98,1502056.0,2024,2.0,False,17.756482415772826,170613.0,,0.0,17.756482415772822,2.0
Tamil Nadu,THANJAVUR,MURUGANANTHAM M,MALE,50.0,GENERAL,BJP,Lotus,1031294.0,1015873.0,169587.0,1026.0,170613.0,11.36,16.54,16.79,1502056.0,2024,3.0,False,16.585205102332445,120293.0,,0.0,16.58520510233244,3.0
Tamil Nadu,THANJAVUR,HUMAYUN KABIR,MALE,56.0,GENERAL,NTK,Mike,1031294.0,1015873.0,119683.0,610.0,120293.0,8.01,11.66,11.84,1502056.0,2024,4.0,False,11.693622862119984,18191.0,,0.0,11.693622862119982,4.0
Tamil Nadu,THANJAVUR,RENGASAMY C,MALE,72.0,GENERAL,IND,Jackfruit,1031294.0,1015873.0,18130.0,61.0,18191.0,1.21,1.76,1.79,1502056.0,2024,5.0,False,1.7683380868780778,12833.0,,0.0,1.7683380868780776,5.0
Tamil Nadu,THANJAVUR,NOTA,,,,NOTA,NOTA,1031294.0,1015873.0,12674.0,159.0,12833.0,0.85,1.24,1.26,1502056.0,2024,6.0,False,1.2474895645597477,6795.0,,0.0,1.2474895645597475,6.0
Tamil Nadu,THANJAVUR,SARAVANAN M,MALE,33.0,SC,IND,Battery Torch,1031294.0,1015873.0,6730.0,65.0,6795.0,0.45,0.66,0.67,1502056.0,2024,7.0,False,0.660538579535844,4158.0,,0.0,0.6605385795358439,7.0
Tamil Nadu,THANJAVUR,SENTHIL KUMAR N,MALE,50.0,GENERAL,IND,Ship,1031294.0,1015873.0,4133.0,25.0,4158.0,0.28,0.4,0.41,1502056.0,2024,8.0,False,0.404197117543788,3851.0,,0.0,0.40419711754378795,8.0
Tamil Nadu,THANJAVUR,EZHILARASAN S,MALE,64.0,GENERAL,IND,Pestle and mortar,1031294.0,1015873.0,3834.0,17.0,3851.0,0.26,0.37,0.38,1502056.0,2024,9.0,False,0.374353799822301,2410.0,,0.0,0.37435379982230094,9.0
Tamil Nadu,THANJAVUR,JAYABAL A,MALE,52.0,SC,BSP,Elephant,1031294.0,1015873.0,2400.0,10.0,2410.0,0.16,0.23,0.24,1502056.0,2024,10.0,False,0.2342749045888718,1992.0,,0.0,0.23427490458887176,10.0
Tamil Nadu,THANJAVUR,SANTHOSH M,MALE,46.0,SC,IND,Water melon,1031294.0,1015873.0,1982.0,10.0,1992.0,0.13,0.19,0.2,1502056.0,2024,11.0,False,0.1936413319257397,1446.0,,0.0,0.19364133192573968,11.0
Tamil Nadu,THANJAVUR,ER ARJUN S,MALE,30.0,GENERAL,IND,Grapes,1031294.0,1015873.0,1440.0,6.0,1446.0,0.1,0.14,0.14,1502056.0,2024,12.0,False,0.1405649427533231,1217.0,,0.0,0.14056494275332307,12.0
Tamil Nadu,THANJAVUR,KARIKALA CHOLAN S,MALE,40.0,GENERAL,IND,Fountain,1031294.0,1015873.0,1209.0,8.0,1217.0,0.08,0.12,0.12,1502056.0,2024,13.0,False,0.1183039663421813,,,0.0,0.11830396634218128,13.0
Tamil Nadu,THENI,THANGA TAMILSELVAN,MALE,63.0,GENERAL,DMK,Rising sun,1143159.0,1129883.0,569110.0,2383.0,571493.0,35.05,49.99,50.58,1630328.0,2024,1.0,True,50.07741721790472,292668.0,278825.0,0.0,50.07741721790471,1.0
Tamil Nadu,THENI,TTV DHINAKARAN,MALE,60.0,GENERAL,AMMKMNKZ,Pressure cooker,1143159.0,1129883.0,289909.0,2759.0,292668.0,17.95,25.6,25.9,1630328.0,2024,2.0,False,25.645209201739544,155587.0,,0.0,25.64520920173954,2.0
Tamil Nadu,THENI,NARAYANASAMY V T,MALE,63.0,GENERAL,ADMK,Two leaves,1143159.0,1129883.0,154871.0,716.0,155587.0,9.54,13.61,13.77,1630328.0,2024,3.0,False,13.63340428086108,76834.0,,0.0,13.633404280861077,3.0
Tamil Nadu,THENI,MADHAN,MALE,45.0,GENERAL,NTK,Mike,1143159.0,1129883.0,75495.0,1339.0,76834.0,4.71,6.72,6.8,1630328.0,2024,4.0,False,6.732625376899613,11336.0,,0.0,6.732625376899612,4.0
Tamil Nadu,THENI,NOTA,,,,NOTA,NOTA,1143159.0,1129883.0,11206.0,130.0,11336.0,0.7,0.99,1.0,1630328.0,2024,5.0,False,0.9933238055097224,6298.0,,0.0,0.9933238055097222,5.0
Tamil Nadu,THENI,PRAKASH P,MALE,40.0,SC,IND,Whistle,1143159.0,1129883.0,6293.0,5.0,6298.0,0.39,0.55,0.56,1630328.0,2024,6.0,False,0.5518660309721447,3967.0,,0.0,0.5518660309721446,6.0
Tamil Nadu,THENI,PANDIKUMAR S,MALE,36.0,SC,IND,Ganna kisan,1143159.0,1129883.0,3907.0,60.0,3967.0,0.24,0.35,0.35,1630328.0,2024,7.0,False,0.3476107565681959,3006.0,,0.0,0.34761075656819584,7.0
Tamil Nadu,THENI,AJEETHKUMAR S,MALE,28.0,GENERAL,IND,Battery Torch,1143159.0,1129883.0,2977.0,29.0,3006.0,0.18,0.26,0.27,1630328.0,2024,8.0,False,0.2634025546367524,2866.0,,0.0,0.2634025546367524,8.0
Tamil Nadu,THENI,PARAMASIVAN S,MALE,35.0,GENERAL,IND,Ship,1143159.0,1129883.0,2852.0,14.0,2866.0,0.18,0.25,0.25,1630328.0,2024,9.0,False,0.2511349705884672,2277.0,,0.0,0.2511349705884671,9.0
Tamil Nadu,THENI,PARTHIBAN G,MALE,59.0,GENERAL,IND,Gas cylinder,1143159.0,1129883.0,2275.0,2.0,2277.0,0.14,0.2,0.2,1630328.0,2024,10.0,False,0.1995234919853244,2222.0,,0.0,0.19952349198532437,10.0
Tamil Nadu,THENI,JEEVA M,FEMALE,63.0,SC,BSP,Elephant,1143159.0,1129883.0,2123.0,99.0,2222.0,0.14,0.19,0.2,1630328.0,2024,11.0,False,0.1947040839663552,1935.0,,0.0,0.19470408396635516,11.0
Tamil Nadu,THENI,CHARCHIL DURAI P,MALE,58.0,GENERAL,HFPP,Water melon,1143159.0,1129883.0,1905.0,30.0,1935.0,0.12,0.17,0.17,1630328.0,2024,12.0,False,0.1695555366673706,1232.0,,0.0,0.16955553666737058,12.0
Tamil Nadu,THENI,PREMA S,FEMALE,51.0,GENERAL,IND,Lighter,1143159.0,1129883.0,1225.0,7.0,1232.0,0.08,0.11,0.11,1630328.0,2024,13.0,False,0.1079547396249098,1201.0,,0.0,0.10795473962490978,13.0
