state,constituency,candidate,gender,age,category,party,party_symbol,total_votes_polled_in_the_constituency,valid_votes,evm_votes,postal_votes,votes,over_total_electors_in_constituency,over_total_votes_polled_in_constituency,over_total_valid_votes_polled_in_constituency,total_electors,year,rank,winner,vote_share,next_votes,margin_votes,raw_swing,sim_vote_share,sim_rank
Jharkhand,Singhbhum,PARDESHI LAL MUNDA,MALE,35.0,ST,BSP,Elephant,1011759.0,983615.0,8708.0,34.0,8742.0,0.6,0.86,0.89,1449471.0,2024,7.0,False,0.8676087761277574,4924.0,,0.0,0.8676087761277571,7.0
Jharkhand,Singhbhum,DURGA LAL MURMU,MALE,32.0,ST,IND,Chappals,1011759.0,983615.0,4912.0,12.0,4924.0,0.34,0.49,0.5,1449471.0,2024,8.0,False,0.4886874415068722,3210.0,,0.0,0.4886874415068721,8.0
Jharkhand,Singhbhum,CHITRASEN SINKU,MALE,71.0,ST,JKP,Basket containing Fruits,1011759.0,983615.0,3188.0,22.0,3210.0,0.22,0.32,0.33,1449471.0,2024,9.0,False,0.3185797496419699,3070.0,,0.0,0.31857974964196983,9.0
Jharkhand,Singhbhum,BISHWA VIJAY MARDI,MALE,53.0,ST,APoI,Coat,1011759.0,983615.0,3067.0,3.0,3070.0,0.21,0.3,0.31,1449471.0,2024,10.0,False,0.3046853057323513,2754.0,,0.0,0.3046853057323512,10.0
Jharkhand,Singhbhum,ASHA KUMARI RUNDA,FEMALE,45.0,ST,IND,Air conditioner,1011759.0,983615.0,2736.0,18.0,2754.0,0.19,0.27,0.28,1449471.0,2024,11.0,False,0.2733235609077835,2615.0,,0.0,0.27332356090778337,11.0
Jharkhand,Singhbhum,KRISHNA MARDI,MALE,68.0,ST,JMM(U),Pot,1011759.0,983615.0,2597.0,18.0,2615.0,0.18,0.26,0.27,1449471.0,2024,12.0,False,0.2595283630260908,2409.0,,0.0,0.2595283630260907,12.0
Jharkhand,Singhbhum,SUDHA RANI BESRA,FEMALE,53.0,ST,PPID,Black board,1011759.0,983615.0,2398.0,11.0,2409.0,0.17,0.24,0.24,1449471.0,2024,13.0,False,0.2390836812733662,1927.0,,0.0,0.23908368127336616,13.0
Jharkhand,Singhbhum,BIR SINGH DEOGAM,MALE,37.0,ST,RTORP,Pressure cooker,1011759.0,983615.0,1919.0,8.0,1927.0,0.13,0.19,0.2,1449471.0,2024,14.0,False,0.1912470958131078,1801.0,,0.0,0.19124709581310775,14.0
Jharkhand,Singhbhum,PANMANI SINGH,FEMALE,67.0,ST,SUCI,Battery Torch,1011759.0,983615.0,1793.0,8.0,1801.0,0.12,0.18,0.18,1449471.0,2024,15.0,False,0.178742096294451,,,0.0,0.17874209629445095,15.0
Karnataka,Bagalkot,GADDIGOUDAR. PARVATAGOUDA. CHANDANAGOUDA.,MALE,72.0,GENERAL,BJP,Lotus,1319713.0,1314141.0,667441.0,3598.0,671039.0,37.07,50.85,51.06,1810090.0,2024,1.0,True,50.93039335560176,602640.0,68399.0,0.0,50.93039335560176,1.0
Karnataka,Bagalkot,SAMYUKTA SHIVANAND PATIL,FEMALE,30.0,GENERAL,INC,Hand,1319713.0,1314141.0,600741.0,1899.0,602640.0,33.29,45.66,45.86,1810090.0,2024,2.0,False,45.739058760846746,5629.0,,0.0,45.739058760846746,2.0
Karnataka,Bagalkot,NAGARAJ. S. KALKUTAGAR,MALE,43.0,GENERAL,IND,Green chilli,1319713.0,1314141.0,5628.0,1.0,5629.0,0.31,0.43,0.43,1810090.0,2024,3.0,False,0.4272287962378971,5090.0,,0.0,0.4272287962378971,3.0
Karnataka,Bagalkot,PARASHURAM. LAXMAN. NEELANAIK,MALE,53.0,SC,IND,Gas cylinder,1319713.0,1314141.0,5084.0,6.0,5090.0,0.28,0.39,0.39,1810090.0,2024,4.0,False,0.3863198743739379,4923.0,,0.0,0.3863198743739379,4.0
Karnataka,Bagalkot,ANTHOSH SAVVASE,MALE,29.0,GENERAL,UPJP,Auto- rickshaw,1319713.0,1314141.0,4909.0,14.0,4923.0,0.27,0.37,0.37,1810090.0,2024,5.0,False,0.3736449393993902,4645.0,,0.0,0.3736449393993902,5.0
Karnataka,Bagalkot,JYOTI GULEDGUDDA,FEMALE,37.0,GENERAL,IND,Mike,1319713.0,1314141.0,4636.0,9.0,4645.0,0.26,0.35,0.35,1810090.0,2024,6.0,False,0.3525453470465504,4479.0,,0.0,0.3525453470465504,6.0
Karnataka,Bagalkot,M. B. SIDAGONI,MALE,59.0,GENERAL,BSP,Elephant,1319713.0,1314141.0,4453.0,26.0,4479.0,0.25,0.34,0.34,1810090.0,2024,7.0,False,0.3399463098862216,3420.0,,0.0,0.3399463098862216,7.0
Karnataka,Bagalkot,NOTA,,,,NOTA,NOTA,1319713.0,1314141.0,3398.0,22.0,3420.0,0.19,0.26,0.26,1810090.0,2024,8.0,False,0.2595705246284612,3135.0,,0.0,0.2595705246284612,8.0
Karnataka,Bagalkot,DR. MUTTU. S. SURAKOD. (MADAR),MALE,38.0,SC,IND,Whistle,1319713.0,1314141.0,3131.0,4.0,3135.0,0.17,0.24,0.24,1810090.0,2024,9.0,False,0.2379396475760894,1914.0,,0.0,0.2379396475760894,9.0
Karnataka,Bagalkot,PRASHANT RAO,MALE,45.0,SC,IND,CCTV Camera,1319713.0,1314141.0,1909.0,5.0,1914.0,0.11,0.15,0.15,1810090.0,2024,10.0,False,0.1452684164148756,1620.0,,0.0,0.1452684164148756,10.0
Karnataka,Bagalkot,DATTATREYA DASHARATHA TAVARE,MALE,32.0,GENERAL,IND,Stethoscope,1319713.0,1314141.0,1607.0,13.0,1620.0,0.09,0.12,0.12,1810090.0,2024,11.0,False,0.1229544590345342,1207.0,,0.0,0.1229544590345342,11.0
Karnataka,Bagalkot,KENGANAL. MALLIKARJUN. BHIMAPPA,MALE,52.0,GENERAL,IND,Pot,1319713.0,1314141.0,1189.0,18.0,1207.0,0.07,0.09,0.09,1810090.0,2024,12.0,False,0.0916086617621499,1205.0,,0.0,0.0916086617621499,12.0
Karnataka,Bagalkot,AMBROSE D' MELLO,MALE,56.0,GENERAL,IND,Chappals,1319713.0,1314141.0,1203.0,2.0,1205.0,0.07,0.09,0.09,1810090.0,2024,13.0,False,0.0914568661337122,1144.0,,0.0,0.0914568661337122,13.0
Karnataka,Bagalkot,MALLIKARJUN H. T.,MALE,44.0,ST,SUCI,Glass tumbler,1319713.0,1314141.0,1137.0,7.0,1144.0,0.06,0.09,0.09,1810090.0,2024,14.0,False,0.0868270994663624,992.0,,0.0,0.0868270994663624,14.0
Karnataka,Bagalkot,RAJESAB BURANSAB. MASALI,MALE,54.0,GENERAL,IND,Diesel pump,1319713.0,1314141.0,988.0,4.0,992.0,0.05,0.08,0.08,1810090.0,2024,15.0,False,0.0752906317050975,832.0,,0.0,0.0752906317050975,15.0
Karnataka,Bagalkot,SHARANAPPA MALLAPPA KOTLANNAVAR,MALE,43.0,GENERAL,IND,Television,1319713.0,1314141.0,830.0,2.0,832.0,0.05,0.06,0.06,1810090.0,2024,16.0,False,0.0631469814300818,656.0,,0.0,0.0631469814300818,16.0
Karnataka,Bagalkot,RAVI SHIVAPPA PADASALAGI,MALE,46.0,GENERAL,IND,Pressure cooker,1319713.0,1314141.0,654.0,2.0,656.0,0.04,0.05,0.05,1810090.0,2024,17.0,False,0.0497889661275645,550.0,,0.0,0.0497889661275645,17.0
Karnataka,Bagalkot,SAIYYAD IMAMSAB JAKALI,MALE,38.0,GENERAL,TPSTP,Ganna kisan,1319713.0,1314141.0,546.0,4.0,550.0,0.03,0.04,0.04,1810090.0,2024,18.0,False,0.0417437978203665,529.0,,0.0,0.0417437978203665,18.0
Karnataka,Bagalkot,ABDULAZIZ KALADAGI PENDARI,MALE,42.0,GENERAL,IND,Cot,1319713.0,1314141.0,524.0,5.0,529.0,0.03,0.04,0.04,1810090.0,2024,19.0,False,0.0401499437217707,518.0,,0.0,0.0401499437217707,19.0
Karnataka,Bagalkot,MUTTAPPA MUDAKAPPA HIREKUMBI,MALE,51.0,GENERAL,RTBHP,Tiller,1319713.0,1314141.0,509.0,9.0,518.0,0.03,0.04,0.04,1810090.0,2024,20.0,False,0.0393150677653634,499.0,,0.0,0.0393150677653634,20.0
Karnataka,Bagalkot,SAGAR. BASAPPA. KUMBAR,MALE,38.0,GENERAL,KRS,Battery Torch,1319713.0,1314141.0,494.0,5.0,499.0,0.03,0.04,0.04,1810090.0,2024,21.0,False,0.0378730092952053,454.0,,0.0,0.0378730092952053,21.0
Karnataka,Bagalkot,S. M. MARIGOUDAR,MALE,37.0,GENERAL,DPRMP,Coconut farm,1319713.0,1314141.0,451.0,3.0,454.0,0.03,0.03,0.03,1810090.0,2024,22.0,False,0.0344576076553571,441.0,,0.0,0.0344576076553571,22.0
Karnataka,Bagalkot,SHANKAR. VENKAPPA. NAIKAR.,MALE,64.0,GENERAL,RPI(A),Sewing machine,1319713.0,1314141.0,431.0,10.0,441.0,0.02,0.03,0.03,1810090.0,2024,23.0,False,0.0334709360705121,,,0.0,0.0334709360705121,23.0
Karnataka,Bangalore North,SHOBHA KARANDLAJE,FEMALE,57.0,GENERAL,BJP,Lotus,1756885.0,1738950.0,982805.0,3244.0,986049.0,30.67,56.12,56.7,3215291.0,2024,1.0,True,56.26514975144137,726573.0,259476.0,0.0,56.26514975144137,1.0
Karnataka,Bangalore North,PROFESSOR M.V RAJEEV GOWDA,MALE,61.0,GENERAL,INC,Hand,1756885.0,1738950.0,725190.0,1383.0,726573.0,22.6,41.36,41.78,3215291.0,2024,2.0,False,41.4591350433437,13554.0,,0.0,41.4591350433437,2.0
Karnataka,Bangalore North,NOTA,,,,NOTA,NOTA,1756885.0,1738950.0,13499.0,55.0,13554.0,0.42,0.77,0.78,3215291.0,2024,3.0,False,0.7734076498541516,4631.0,,0.0,0.7734076498541516,3.0
Karnataka,Bangalore North,GOVINDAIAH,MALE,56.0,SC,BSP,Elephant,1756885.0,1738950.0,4614.0,17.0,4631.0,0.14,0.26,0.27,3215291.0,2024,4.0,False,0.2642504667607036,3461.0,,0.0,0.2642504667607036,4.0
Karnataka,Bangalore North,SANTHOSH M,MALE,38.0,GENERAL,UPJP,Auto- rickshaw,1756885.0,1738950.0,3450.0,11.0,3461.0,0.11,0.2,0.2,3215291.0,2024,5.0,False,0.1974888502394288,2678.0,,0.0,0.19748885023942883,5.0
Karnataka,Bangalore North,UDAYA SHANKAR.G,MALE,48.0,SC,PHJSP,Batsman,1756885.0,1738950.0,2676.0,2.0,2678.0,0.08,0.15,0.15,3215291.0,2024,6.0,False,0.1528099222598065,2094.0,,0.0,0.1528099222598065,6.0
Karnataka,Bangalore North,LAKSHMI SRIHARI.J.N.,FEMALE,37.0,GENERAL,IND,Diamond,1756885.0,1738950.0,2091.0,3.0,2094.0,0.07,0.12,0.12,3215291.0,2024,7.0,False,0.1194861752098711,1903.0,,0.0,0.11948617520987109,7.0
Karnataka,Bangalore North,DILIP KUMAR I.S.,MALE,40.0,GENERAL,IND,Ganna kisan,1756885.0,1738950.0,1896.0,7.0,1903.0,0.06,0.11,0.11,3215291.0,2024,8.0,False,0.1085874839657998,1720.0,,0.0,0.1085874839657998,8.0
Karnataka,Bangalore North,K.M.MAHADEVA,MALE,54.0,GENERAL,IND,Television,1756885.0,1738950.0,1716.0,4.0,1720.0,0.05,0.1,0.1,3215291.0,2024,9.0,False,0.0981452824073439,1365.0,,0.0,0.0981452824073439,9.0
Karnataka,Bangalore North,K.V.NANJUNDASWAMY,MALE,52.0,GENERAL,IND,Jackfruit,1756885.0,1738950.0,1363.0,2.0,1365.0,0.04,0.08,0.08,3215291.0,2024,10.0,False,0.0778885526081538,1280.0,,0.0,0.0778885526081538,10.0
Karnataka,Bangalore North,SHOBHA,FEMALE,38.0,GENERAL,IND,Almirah,1756885.0,1738950.0,1272.0,8.0,1280.0,0.04,0.07,0.07,3215291.0,2024,11.0,False,0.0730383496984885,1077.0,,0.0,0.0730383496984885,11.0
Karnataka,Bangalore North,Y.R.KALLESHWARI,FEMALE,42.0,GENERAL,SAJP,Coconut farm,1756885.0,1738950.0,1072.0,5.0,1077.0,0.03,0.06,0.06,3215291.0,2024,12.0,False,0.0614549239259938,977.0,,0.0,0.0614549239259938,12.0
Karnataka,Bangalore North,NIRMALA H.L,FEMALE,35.0,GENERAL,SUCI,Bat,1756885.0,1738950.0,972.0,5.0,977.0,0.03,0.06,0.06,3215291.0,2024,13.0,False,0.0557488028557994,861.0,,0.0,0.0557488028557994,13.0
Karnataka,Bangalore North,H.R.NATARAJ,MALE,56.0,GENERAL,IND,Cauliflower,1756885.0,1738950.0,857.0,4.0,861.0,0.03,0.05,0.05,3215291.0,2024,14.0,False,0.0491297024143739,831.0,,0.0,0.0491297024143739,14.0
Karnataka,Bangalore North,BHASKAR ANKALAMADUGU SHIVAREDDY,MALE,30.0,GENERAL,IND,Sewing machine,1756885.0,1738950.0,831.0,0.0,831.0,0.03,0.05,0.05,3215291.0,2024,15.0,False,0.0474178660933156,817.0,,0.0,0.0474178660933156,15.0
Karnataka,Bangalore North,SHIVAKUMAR. B,MALE,48.0,GENERAL,KRS,Battery Torch,1756885.0,1738950.0,813.0,4.0,817.0,0.03,0.05,0.05,3215291.0,2024,16.0,False,0.0466190091434884,657.0,,0.0,0.0466190091434884,16.0
Karnataka,Bangalore North,SUDHA. V,FEMALE,47.0,SC,IND,Pen stand,1756885.0,1738950.0,650.0,7.0,657.0,0.02,0.04,0.04,3215291.0,2024,17.0,False,0.0374892154311773,559.0,,0.0,0.0374892154311773,17.0
Karnataka,Bangalore North,KRISHNAIAH,MALE,51.0,SC,RTSMJD,Whistle,1756885.0,1738950.0,556.0,3.0,559.0,0.02,0.03,0.03,3215291.0,2024,18.0,False,0.0318972167823868,425.0,,0.0,0.0318972167823868,18.0
Karnataka,Bangalore North,HEBBAL VENKATESH.J,MALE,71.0,SC,RPI(A),Gas cylinder,1756885.0,1738950.0,422.0,3.0,425.0,0.01,0.02,0.02,3215291.0,2024,19.0,False,0.0242510145483262,359.0,,0.0,0.0242510145483262,19.0
Karnataka,Bangalore North,"GLOBE STAR J. JAI SIMHA VARMA, B E.",MALE,27.0,SC,GaAP,Air conditioner,1756885.0,1738950.0,356.0,3.0,359.0,0.01,0.02,0.02,3215291.0,2024,20.0,False,0.0204849746419979,320.0,,0.0,0.0204849746419979,20.0
Karnataka,Bangalore North,SHOBAN BABU V,MALE,56.0,GENERAL,ILP(AP),Bucket,1756885.0,1738950.0,315.0,5.0,320.0,0.01,0.02,0.02,3215291.0,2024,21.0,False,0.0182595874246221,313.0,,0.0,0.0182595874246221,21.0
Karnataka,Bangalore North,PARASAPPA BHEEMAPPA GAJJERI,MALE,44.0,GENERAL,RCMP,Ring,1756885.0,1738950.0,313.0,0.0,313.0,0.01,0.02,0.02,3215291.0,2024,22.0,False,0.0178601589497085,,,0.0,0.0178601589497085,22.0
Karnataka,Bangalore Rural,DR C N MANJUNATH,MALE,67.0,GENERAL,BJP,Lotus,1920679.0,1908891.0,1075553.0,3449.0,1079002.0,38.5,56.18,56.53,2802956.0,2024,1.0,True,56.2114881690405,809355.0,269647.0,0.0,56.2114881690405,1.0
Karnataka,Bangalore Rural,D K SURESH,MALE,57.0,GENERAL,INC,Hand,1920679.0,1908891.0,807459.0,1896.0,809355.0,28.88,42.14,42.4,2802956.0,2024,2.0,False,42.164008043593775,10649.0,,0.0,42.164008043593775,2.0
Karnataka,Bangalore Rural,NOTA,,,,NOTA,NOTA,1920679.0,1908891.0,10633.0,16.0,10649.0,0.38,0.55,0.56,2802956.0,2024,3.0,False,0.5547683299123749,6202.0,,0.0,0.5547683299123749,3.0
Karnataka,Bangalore Rural,ABHISHEK K,MALE,36.0,GENERAL,UPJP,Auto- rickshaw,1920679.0,1908891.0,6191.0,11.0,6202.0,0.22,0.32,0.32,2802956.0,2024,4.0,False,0.3230982422872146,3236.0,,0.0,0.3230982422872146,4.0
Karnataka,Bangalore Rural,SURESH M N,MALE,44.0,GENERAL,IND,Gas cylinder,1920679.0,1908891.0,3231.0,5.0,3236.0,0.12,0.17,0.17,2802956.0,2024,5.0,False,0.1685820561176115,1774.0,,0.0,0.1685820561176115,5.0
Karnataka,Bangalore Rural,HEMAVATHI K,FEMALE,47.0,SC,SUCI,Glass tumbler,1920679.0,1908891.0,1768.0,6.0,1774.0,0.06,0.09,0.09,2802956.0,2024,6.0,False,0.0924179751398772,1472.0,,0.0,0.0924179751398772,6.0
Karnataka,Bangalore Rural,J T PRAKASH,MALE,67.0,GENERAL,IND,Diesel pump,1920679.0,1908891.0,1468.0,4.0,1472.0,0.05,0.08,0.08,2802956.0,2024,7.0,False,0.0766850391239567,1402.0,,0.0,0.0766850391239567,7.0
Karnataka,Bangalore Rural,N KRISHNAPPA,MALE,71.0,GENERAL,PPOI,Television,1920679.0,1908891.0,1396.0,6.0,1402.0,0.05,0.07,0.07,2802956.0,2024,8.0,False,0.073038332100399,1400.0,,0.0,0.073038332100399,8.0
Karnataka,Bangalore Rural,C N MANJUNATHA,MALE,52.0,SC,BUJNBHRTP,Ganna kisan,1920679.0,1908891.0,1350.0,50.0,1400.0,0.05,0.07,0.07,2802956.0,2024,9.0,False,0.0729341404711545,1066.0,,0.0,0.0729341404711545,9.0
Karnataka,Bangalore Rural,KUMAR L,MALE,59.0,GENERAL,BPKP,Grapes,1920679.0,1908891.0,1052.0,14.0,1066.0,0.04,0.06,0.06,2802956.0,2024,10.0,False,0.0555341383873219,821.0,,0.0,0.0555341383873219,10.0
Karnataka,Bangalore Rural,MAHAMAD MUSADIK PASHA,MALE,38.0,GENERAL,KRS,Battery Torch,1920679.0,1908891.0,817.0,4.0,821.0,0.03,0.04,0.04,2802956.0,2024,11.0,False,0.0427706638048699,813.0,,0.0,0.0427706638048699,11.0
Karnataka,Bangalore Rural,NARASIMHAMURTHY J P,MALE,54.0,GENERAL,IND,Robot,1920679.0,1908891.0,809.0,4.0,813.0,0.03,0.04,0.04,2802956.0,2024,12.0,False,0.0423538972878918,798.0,,0.0,0.0423538972878918,12.0
Karnataka,Bangalore Rural,SURESH S,MALE,45.0,GENERAL,KAP,Batsman,1920679.0,1908891.0,792.0,6.0,798.0,0.03,0.04,0.04,2802956.0,2024,13.0,False,0.041572460068558,584.0,,0.0,0.041572460068558,13.0
Karnataka,Bangalore Rural,VASIST J,MALE,26.0,GENERAL,CCP,Coconut farm,1920679.0,1908891.0,546.0,38.0,584.0,0.02,0.03,0.03,2802956.0,2024,14.0,False,0.0304239557393958,486.0,,0.0,0.0304239557393958,14.0
Karnataka,Bangalore Rural,MOHAMMAD DASTAGEER,MALE,35.0,GENERAL,YSEP,Mike,1920679.0,1908891.0,486.0,0.0,486.0,0.02,0.03,0.03,2802956.0,2024,15.0,False,0.025318565906415,480.0,,0.0,0.025318565906415,15.0
Karnataka,Bangalore Rural,H V CHANDRASHEKAR,MALE,46.0,GENERAL,VCK,Pot,1920679.0,1908891.0,473.0,7.0,480.0,0.02,0.02,0.03,2802956.0,2024,16.0,False,0.0250059910186815,,,0.0,0.0250059910186815,16.0
Karnataka,Bangalore South,TEJASVI SURYA,MALE,33.0,GENERAL,BJP,Lotus,1250052.0,1241485.0,747780.0,3050.0,750830.0,32.06,60.06,60.48,2341895.0,2024,1.0,True,60.09803560594297,473747.0,277083.0,0.0,60.09803560594298,1.0
Karnataka,Bangalore South,SOWMYA REDDY,FEMALE,41.0,GENERAL,INC,Hand,1250052.0,1241485.0,472754.0,993.0,473747.0,20.23,37.9,38.16,2341895.0,2024,2.0,False,37.9197209411034,7857.0,,0.0,37.91972094110341,2.0
Karnataka,Bangalore South,NOTA,,,,NOTA,NOTA,1250052.0,1241485.0,7830.0,27.0,7857.0,0.34,0.63,0.63,2341895.0,2024,3.0,False,0.6288910482477977,2425.0,,0.0,0.6288910482477978,3.0
Karnataka,Bangalore South,ARUN PRASAD.A,MALE,51.0,GENERAL,BSP,Elephant,1250052.0,1241485.0,2416.0,9.0,2425.0,0.1,0.19,0.2,2341895.0,2024,4.0,False,0.1941021753851227,1968.0,,0.0,0.19410217538512273,4.0
Karnataka,Bangalore South,TINTISHA HEMACHANDRA SAGAR,FEMALE,39.0,GENERAL,IND,Triangle,1250052.0,1241485.0,1962.0,6.0,1968.0,0.08,0.16,0.16,2341895.0,2024,5.0,False,0.1575229200651222,1867.0,,0.0,0.15752292006512222,5.0
Karnataka,Bangalore South,VATAL NAGARAJ,MALE,75.0,GENERAL,KCVP,Auto- rickshaw,1250052.0,1241485.0,1857.0,10.0,1867.0,0.08,0.15,0.15,2341895.0,2024,6.0,False,0.1494386645129996,1393.0,,0.0,0.14943866451299964,6.0
Karnataka,Bangalore South,KEMPEGOWDA,MALE,41.0,GENERAL,NBHS,Gas cylinder,1250052.0,1241485.0,1390.0,3.0,1393.0,0.06,0.11,0.11,2341895.0,2024,7.0,False,0.1114986929119488,1150.0,,0.0,0.11149869291194883,7.0
Karnataka,Bangalore South,TEJASWINI DHANANJAY,FEMALE,33.0,GENERAL,IND,Computer,1250052.0,1241485.0,1147.0,3.0,1150.0,0.05,0.09,0.09,2341895.0,2024,8.0,False,0.0920484543063468,1110.0,,0.0,0.09204845430634681,8.0
Karnataka,Bangalore South,BALAKRISHNA.M.,MALE,32.0,GENERAL,UPJP,Chappals,1250052.0,1241485.0,1106.0,4.0,1110.0,0.05,0.09,0.09,2341895.0,2024,9.0,False,0.0888467689391695,942.0,,0.0,0.08884676893916951,9.0
Karnataka,Bangalore South,JAYAPAL.D,MALE,47.0,SC,IND,Diamond,1250052.0,1241485.0,940.0,2.0,942.0,0.04,0.08,0.08,2341895.0,2024,10.0,False,0.0753996903970249,860.0,,0.0,0.07539969039702492,10.0
Karnataka,Bangalore South,RANJITH GOWDA,MALE,37.0,GENERAL,IND,Flute,1250052.0,1241485.0,859.0,1.0,860.0,0.04,0.07,0.07,2341895.0,2024,11.0,False,0.0688362353943115,740.0,,0.0,0.06883623539431151,11.0
Karnataka,Bangalore South,V.RAJKUMAR VCK,MALE,59.0,SC,IND,Pressure cooker,1250052.0,1241485.0,738.0,2.0,740.0,0.03,0.06,0.06,2341895.0,2024,12.0,False,0.0592311792927797,738.0,,0.0,0.05923117929277971,12.0
Karnataka,Bangalore South,RAGHUPATHI BHAT,MALE,43.0,GENERAL,KRS,Battery Torch,1250052.0,1241485.0,737.0,1.0,738.0,0.03,0.06,0.06,2341895.0,2024,13.0,False,0.0590710950244208,563.0,,0.0,0.05907109502442081,13.0
Karnataka,Bangalore South,DR HARISH GOWDA,MALE,39.0,GENERAL,IND,Stethoscope,1250052.0,1241485.0,555.0,8.0,563.0,0.02,0.05,0.05,2341895.0,2024,14.0,False,0.0450637215430202,492.0,,0.0,0.045063721543020206,14.0
Karnataka,Bangalore South,CHETAN CHAMAN,MALE,41.0,GENERAL,CCP,Coconut farm,1250052.0,1241485.0,490.0,2.0,492.0,0.02,0.04,0.04,2341895.0,2024,15.0,False,0.0393807300162805,477.0,,0.0,0.03938073001628051,15.0
Karnataka,Bangalore South,A . RAJ.,MALE,51.0,GENERAL,IND,Whistle,1250052.0,1241485.0,473.0,4.0,477.0,0.02,0.04,0.04,2341895.0,2024,16.0,False,0.038180098003589,452.0,,0.0,0.03818009800358901,16.0
Karnataka,Bangalore South,K. C. JANARDHAN,MALE,61.0,GENERAL,IND,Pen nib with seven rays,1250052.0,1241485.0,444.0,8.0,452.0,0.02,0.04,0.04,2341895.0,2024,17.0,False,0.0361790446491032,403.0,,0.0,0.03617904464910321,17.0
Karnataka,Bangalore South,KANTHAKUMAR.R.,MALE,32.0,GENERAL,IND,School bag,1250052.0,1241485.0,393.0,10.0,403.0,0.02,0.03,0.03,2341895.0,2024,18.0,False,0.0322569800743111,310.0,,0.0,0.032256980074311103,18.0
Karnataka,Bangalore South,KARAVALI MANJUNATH. BE,MALE,40.0,ST,RTSMJD,Ring,1250052.0,1241485.0,308.0,2.0,310.0,0.01,0.02,0.02,2341895.0,2024,19.0,False,0.0248130615956239,297.0,,0.0,0.0248130615956239,19.0
Karnataka,Bangalore South,C M. SHABAZ KHAN,MALE,30.0,GENERAL,YSEP,Mike,1250052.0,1241485.0,295.0,2.0,297.0,0.01,0.02,0.02,2341895.0,2024,20.0,False,0.0237725138512913,269.0,,0.0,0.023772513851291303,20.0
Karnataka,Bangalore South,ASGAR A MOHIN.S.M.,MALE,55.0,GENERAL,IND,Batsman,1250052.0,1241485.0,266.0,3.0,269.0,0.01,0.02,0.02,2341895.0,2024,21.0,False,0.0215313340942672,237.0,,0.0,0.021531334094267204,21.0
Karnataka,Bangalore South,SUBRAHMANYA KUMAR KUNTIKANAMATA,MALE,50.0,GENERAL,IND,Water tank,1250052.0,1241485.0,234.0,3.0,237.0,0.01,0.02,0.02,2341895.0,2024,22.0,False,0.0189699858005253,215.0,,0.0,0.018969985800525304,22.0
Karnataka,Bangalore South,DR.R.SHEKAR THIRUMAVALVAN,MALE,52.0,SC,IND,Pot,1250052.0,1241485.0,214.0,1.0,215.0,0.01,0.02,0.02,2341895.0,2024,23.0,False,0.0172090588485778,,,0.0,0.0172090588485778,23.0
Karnataka,Bangalore central,P C MOHAN,MALE,60.0,GENERAL,BJP,Lotus,1318346.0,1304384.0,657236.0,1679.0,658915.0,27.07,49.98,50.52,2434254.0,2024,1.0,True,50.05013254741704,626208.0,32707.0,0.0,50.05013254741705,1.0
Karnataka,Bangalore central,MANSOOR ALI KHAN,MALE,51.0,GENERAL,INC,Hand,1318346.0,1304384.0,625368.0,840.0,626208.0,25.72,47.5,48.01,2434254.0,2024,2.0,False,47.56576098928227,12126.0,,0.0,47.56576098928227,2.0
Karnataka,Bangalore central,NOTA,,,,NOTA,NOTA,1318346.0,1304384.0,12103.0,23.0,12126.0,0.5,0.92,0.93,2434254.0,2024,3.0,False,0.9210716211802416,3087.0,,0.0,0.9210716211802414,3.0
Karnataka,Bangalore central,SATISH CHANDRA. M.,MALE,47.0,SC,BSP,Elephant,1318346.0,1304384.0,3071.0,16.0,3087.0,0.13,0.23,0.24,2434254.0,2024,4.0,False,0.2344835967824019,2761.0,,0.0,0.23448359678240194,4.0
Karnataka,Bangalore central,JAYALAKSHMI SUNDARA RAJAN,FEMALE,45.0,GENERAL,IND,Laptop,1318346.0,1304384.0,2755.0,6.0,2761.0,0.11,0.21,0.21,2434254.0,2024,5.0,False,0.209721156694594,1739.0,,0.0,0.209721156694594,5.0
Karnataka,Bangalore central,SURESH BABU. M. C,MALE,42.0,GENERAL,UPJP,Auto- rickshaw,1318346.0,1304384.0,1735.0,4.0,1739.0,0.07,0.13,0.13,2434254.0,2024,6.0,False,0.132091666603368,1556.0,,0.0,0.132091666603368,6.0
Karnataka,Bangalore central,K. MANJUNATHA,MALE,53.0,GENERAL,IND,Batsman,1318346.0,1304384.0,1552.0,4.0,1556.0,0.06,0.12,0.12,2434254.0,2024,7.0,False,0.1181912784559175,1474.0,,0.0,0.11819127845591751,7.0
Karnataka,Bangalore central,S. M. KRISHNA,MALE,59.0,SC,IND,Box,1318346.0,1304384.0,1466.0,8.0,1474.0,0.06,0.11,0.11,2434254.0,2024,8.0,False,0.1119626892313769,1162.0,,0.0,0.1119626892313769,8.0
Karnataka,Bangalore central,MURUGESH. R,MALE,50.0,GENERAL,IND,Jackfruit,1318346.0,1304384.0,1162.0,0.0,1162.0,0.05,0.09,0.09,2434254.0,2024,9.0,False,0.0882636668160515,827.0,,0.0,0.0882636668160515,9.0
Karnataka,Bangalore central,UMA. V.,FEMALE,39.0,GENERAL,IND,Whistle,1318346.0,1304384.0,820.0,7.0,827.0,0.03,0.06,0.06,2434254.0,2024,10.0,False,0.0628176010816476,779.0,,0.0,0.0628176010816476,10.0
